SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log10_high_deduplicated,n_reps,y_std,y_min,y_max
C=Cc1cncc(OC2CCN(C(=O)c3[nH]nc4cccnc34)CC2)c1,C=Cc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,E-0014673,openadmet_expansion_train,0.9242792860618816,1,,0.9242792860618816,0.9242792860618816
C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016735,openadmet_expansion_train,0.9138138523837168,1,,0.9138138523837168,0.9138138523837168
CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015601,openadmet_expansion_train,1.2671717284030135,1,,1.2671717284030135,1.2671717284030135
CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,E-0017360,openadmet_expansion_train,1.250420002308894,1,,1.250420002308894,1.250420002308894
CC#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,CC#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017356,openadmet_expansion_train,0.9777236052888476,1,,0.9777236052888476,0.9777236052888476
CC#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,CC#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0017257,openadmet_expansion_train,1.3364597338485296,1,,1.3364597338485296,1.3364597338485296
CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016489,openadmet_expansion_train,1.0,1,,1.0,1.0
CC(=O)N1CC(COc2cnn(-c3ccc4ccncc4c3)c2)C1,CC(=O)N1CC(COc2cnn(-c3ccc4ccncc4c3)c2)C1,E-0015637,openadmet_expansion_train,0.8920946026904804,1,,0.8920946026904804,0.8920946026904804
CC(=O)N1CCC(OC2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,CC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014127,openadmet_expansion_train,0.8920946026904804,1,,0.8920946026904804,0.8920946026904804
CC(=O)N1CCN(C(=O)c2[nH]ncc2-c2ccc3ncsc3c2)CC1,CC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014242,openadmet_expansion_train,0.7993405494535817,1,,0.7993405494535817,0.7993405494535817
CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,E-0016462,openadmet_expansion_train,1.0086001717619175,1,,1.0086001717619175,1.0086001717619175
CC(=O)N1CCN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)CC1,CC(=O)N1CCN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)CC1,E-0015548,openadmet_expansion_train,1.7267272090265722,1,,1.7267272090265722,1.7267272090265722
CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016106,openadmet_expansion_train,0.380211241711606,1,,0.380211241711606,0.380211241711606
CC(=O)NC1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,CC(=O)NC1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,E-0017259,openadmet_expansion_train,0.2304489213782739,1,,0.2304489213782739,0.2304489213782739
CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016615,openadmet_expansion_train,1.657055852857104,1,,1.657055852857104,1.657055852857104
CC(=O)NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,CC(=O)NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014105,openadmet_expansion_train,0.7708520116421442,1,,0.7708520116421442,0.7708520116421442
CC(=O)NCCOc1ccc(-c2cc(C)c3ccncc3c2)cc1,CC(=O)NCCOc1ccc(-c2cc(C)c3ccncc3c2)cc1,E-0015385,openadmet_expansion_train,1.4116197059632305,1,,1.4116197059632305,1.4116197059632305
CC(=O)NCCOc1ccc(-c2cc(C)cc3cnccc23)cc1,CC(=O)NCCOc1ccc(-c2cc(C)cc3cnccc23)cc1,E-0015443,openadmet_expansion_train,1.4424797690644486,1,,1.4424797690644486,1.4424797690644486
CC(=O)NCCOc1cnn(-c2ccc3ccncc3c2)c1,CC(=O)NCCOc1cnn(-c2ccc3ccncc3c2)c1,E-0015595,openadmet_expansion_train,0.9344984512435676,1,,0.9344984512435676,0.9344984512435676
CC(=O)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,CC(=O)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014103,openadmet_expansion_train,0.4913616938342727,1,,0.4913616938342727,0.4913616938342727
CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014911,openadmet_expansion_train,1.0,1,,1.0,1.0
CC(=O)N[C@@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,CC(=O)N[C@@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,E-0014027,openadmet_expansion_train,1.5587085705331658,1,,1.5587085705331658,1.5587085705331658
CC(=O)N[C@@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,CC(=O)N[C@@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0013914,openadmet_expansion_train,1.4116197059632305,1,,1.4116197059632305,1.4116197059632305
CC(=O)N[C@@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,E-0014718,openadmet_expansion_train,1.0644579892269184,1,,1.0644579892269184,1.0644579892269184
CC(=O)N[C@@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014720,openadmet_expansion_train,1.1072099696478683,1,,1.1072099696478683,1.1072099696478683
CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011214,openadmet_expansion_train,1.5024271199844328,1,,1.5024271199844328,1.5024271199844328
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,E-0014797,openadmet_expansion_train,0.8864907251724818,1,,0.8864907251724818,0.8864907251724818
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCNC3=O,CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCNC3=O,E-0014726,openadmet_expansion_train,0.0,1,,0.0,0.0
CC(=O)N[C@@H](C)COc1cccc(-c2cc(C)c3ccncc3c2)c1,CC(=O)N[C@@H](C)COc1cccc(-c2cc(C)c3ccncc3c2)c1,E-0015208,openadmet_expansion_train,1.6665179805548809,1,,1.6665179805548809,1.6665179805548809
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0013917,openadmet_expansion_train,1.8344207036815323,1,,1.8344207036815323,1.8344207036815323
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,E-0013962,openadmet_expansion_train,1.983175072037813,1,,1.983175072037813,1.983175072037813
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CO3)c1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CO3)c1,E-0015093,openadmet_expansion_train,1.2329961103921538,1,,1.2329961103921538,1.2329961103921538
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,E-0013878,openadmet_expansion_train,1.8034571156484136,1,,1.8034571156484136,1.8034571156484136
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,E-0013913,openadmet_expansion_train,1.934498451243568,1,,1.934498451243568,1.934498451243568
CC(=O)N[C@H](C)CCOc1cccc(-c2cc(C)c3ccncc3c2)c1,CC(=O)N[C@H](C)CCOc1cccc(-c2cc(C)c3ccncc3c2)c1,E-0015288,openadmet_expansion_train,2.024895960107485,1,,2.024895960107485,2.024895960107485
CC(=O)N[C@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,CC(=O)N[C@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,E-0014020,openadmet_expansion_train,1.801403710017355,1,,1.801403710017355,1.801403710017355
CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0014375,openadmet_expansion_train,1.575187844927661,1,,1.575187844927661,1.575187844927661
CC(=O)N[C@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,E-0014721,openadmet_expansion_train,1.2380461031287957,1,,1.2380461031287957,1.2380461031287957
CC(=O)N[C@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014723,openadmet_expansion_train,1.7411515988517852,1,,1.7411515988517852,1.7411515988517852
CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014374,openadmet_expansion_train,1.235528446907549,1,,1.235528446907549,1.235528446907549
CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,E-0013999,openadmet_expansion_train,1.8048206787211625,1,,1.8048206787211625,1.8048206787211625
CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,E-0014283,openadmet_expansion_train,1.7084209001347128,1,,1.7084209001347128,1.7084209001347128
CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,E-0014261,openadmet_expansion_train,1.9237619608287,1,,1.9237619608287,1.9237619608287
CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc2c1C,CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc2c1C,E-0019106,openadmet_expansion_train,1.625312450961674,1,,1.625312450961674,1.625312450961674
CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,E-0018827,openadmet_expansion_train,1.2430380486862944,1,,1.2430380486862944,1.2430380486862944
CC(=O)Nc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,CC(=O)Nc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,E-0014496,openadmet_expansion_train,1.964259630196849,1,,1.964259630196849,1.964259630196849
CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015978,openadmet_expansion_train,1.0086001717619175,1,,1.0086001717619175,1.0086001717619175
CC(=O)Nc1ccc(Nc2cc(N)n3nccc3n2)cc1,CC(=O)Nc1ccc(Nc2cc(N)n3nccc3n2)cc1,E-0012210,openadmet_expansion_train,1.0253058652647702,1,,1.0253058652647702,1.0253058652647702
CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0013515,openadmet_expansion_train,1.974971994298069,1,,1.974971994298069,1.974971994298069
CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,E-0011932,openadmet_expansion_train,0.8388490907372553,1,,0.8388490907372553,0.8388490907372553
CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0011943,openadmet_expansion_train,1.809559714635268,1,,1.809559714635268,1.809559714635268
CC(=O)Nc1cccc(Nc2cc(-c3cccc(F)c3)ccn2)n1,CC(=O)Nc1cccc(Nc2cc(-c3cccc(F)c3)ccn2)n1,E-0014498,openadmet_expansion_train,1.836324115706752,1,,1.836324115706752,1.836324115706752
CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,E-0014554,openadmet_expansion_train,1.568201724066995,1,,1.568201724066995,1.568201724066995
CC(=O)Nc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,CC(=O)Nc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,E-0014497,openadmet_expansion_train,1.797959643737196,1,,1.797959643737196,1.797959643737196
CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014033,openadmet_expansion_train,1.541579243946581,1,,1.541579243946581,1.541579243946581
CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)n1,CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)n1,E-0014553,openadmet_expansion_train,1.5237464668115646,1,,1.5237464668115646,1.5237464668115646
CC(=O)Nc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,CC(=O)Nc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,E-0014494,openadmet_expansion_train,2.1264561134318045,1,,2.1264561134318045,2.1264561134318045
CC(=O)Nc1cncc(Nc2cccc(-c3cccnc3)n2)c1,CC(=O)Nc1cncc(Nc2cccc(-c3cccnc3)n2)c1,E-0014495,openadmet_expansion_train,1.8512583487190752,1,,1.8512583487190752,1.8512583487190752
CC(=O)c1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,CC(=O)c1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017413,openadmet_expansion_train,0.5314789170422551,1,,0.5314789170422551,0.5314789170422551
CC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0013985,openadmet_expansion_train,0.9542425094393248,1,,0.9542425094393248,0.9542425094393248
CC(C(N)=O)n1cc(N(C)c2cccc(-c3cccc(S(C)(=O)=O)c3)n2)cn1,CC(C(N)=O)n1cc(N(C)c2cccc(-c3cccc(S(C)(=O)=O)c3)n2)cn1,E-0014254,openadmet_expansion_train,0.9731278535996988,1,,0.9731278535996988,0.9731278535996988
CC(C)(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(C)(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0013984,openadmet_expansion_train,0.9684829485539352,1,,0.9684829485539352,0.9684829485539352
CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013618,openadmet_expansion_train,3.2971693809692346,1,,3.2971693809692346,3.2971693809692346
CC(C)(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,CC(C)(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,E-0015755,openadmet_expansion_train,0.7993405494535817,1,,0.7993405494535817,0.7993405494535817
CC(C)(Nc1cc(-c2ccccc2)[n-]c(=O)n1)c1ccccc1,CC(C)(Nc1cc(-c2ccccc2)[nH]c(=O)n1)c1ccccc1,E-0012188,openadmet_expansion_train,0.0791812460476248,1,,0.0791812460476248,0.0791812460476248
CC(C)(O)COC1CCN(C(=O)c2[nH]ncc2-c2ccc3ncsc3c2)CC1,CC(C)(O)COC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014448,openadmet_expansion_train,0.8260748027008264,1,,0.8260748027008264,0.8260748027008264
CC(C)C#Cc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,CC(C)C#Cc1cn[nH]c1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013818,openadmet_expansion_train,1.7634279935629371,1,,1.7634279935629371,1.7634279935629371
CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014382,openadmet_expansion_train,1.7315887651867388,1,,1.7315887651867388,1.7315887651867388
CC(C)COc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,CC(C)COc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0013775,openadmet_expansion_train,1.7168377232995244,1,,1.7168377232995244,1.7168377232995244
CC(C)COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,CC(C)COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013738,openadmet_expansion_train,1.847572659142112,1,,1.847572659142112,1.847572659142112
CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016184,openadmet_expansion_train,1.0569048513364727,1,,1.0569048513364727,1.0569048513364727
CC(C)N(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,CC(C)N(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0015068,openadmet_expansion_train,0.724275869600789,1,,0.724275869600789,0.724275869600789
CC(C)N(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,CC(C)N(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014323,openadmet_expansion_train,0.9030899869919436,1,,0.9030899869919436,0.9030899869919436
CC(C)N(CCn1ccc2c([nH]c3cc(F)ccc32)c1=O)C(C)C,CC(C)N(CCn1ccc2c([nH]c3cc(F)ccc32)c1=O)C(C)C,E-0014322,openadmet_expansion_train,1.611723308007342,1,,1.611723308007342,1.611723308007342
CC(C)N1CC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,CC(C)N1CC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,E-0017036,openadmet_expansion_train,0.6720978579357175,1,,0.6720978579357175,0.6720978579357175
CC(C)N1CCC(OC2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,CC(C)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014395,openadmet_expansion_train,0.6720978579357175,1,,0.6720978579357175,0.6720978579357175
CC(C)N1CCC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)CC1,CC(C)N1CCC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)CC1,E-0016825,openadmet_expansion_train,0.041392685158225,1,,0.041392685158225,0.041392685158225
CC(C)N1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,CC(C)N1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016257,openadmet_expansion_train,0.7481880270062004,1,,0.7481880270062004,0.7481880270062004
CC(C)N1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,CC(C)N1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,E-0016596,openadmet_expansion_train,0.6627578316815741,1,,0.6627578316815741,0.6627578316815741
CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016638,openadmet_expansion_train,0.5185139398778874,1,,0.5185139398778874,0.5185139398778874
