SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_deduplicated,n_reps,y_std,y_min,y_max
C#CCCc1ccc(OCCCc2cc(C(=O)N(C)C)no2)cc1,C#CCCC1=CC=C(OCCCC2=CC(C(=O)N(C)C)=NO2)C=C1,ASAP-0021070,openadmet_polaris,62.0912,1,,62.0912,62.0912
C#CCN(Cc1ccc(F)cc1)c1cc(C)c(NC(=O)OC)c(C)c1,C#CCN(Cc1ccc(F)cc1)c1cc(C)c(NC(=O)OC)c(C)c1,CHEMBL5180351,chembl_dataset,62.7,1,,62.7,62.7
C#CCN1C(=O)C(C)N(C)c2nc(Nc3cc(F)c([O-])c(F)c3)ncc21,C#CCN1C(=O)[C@H](C)N(C)c2nc(Nc3cc(F)c(O)c(F)c3)ncc21,CHEMBL5559444,chembl_dataset,9.9716,1,,9.9716,9.9716
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,fang_295,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCN1CCCC1C(=O)Nc1cnn(-c2ncccn2)c1,C#CCN1CCC[C@H]1C(=O)Nc1cnn(-c2ncccn2)c1,fang_1086,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCN1CCN(C(=O)CCS(C)(=O)=O)CC1,C#CCN1CCN(C(=O)CCS(C)(=O)=O)CC1,fang_1777,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCN1CCN(Cc2nc([O-])cc(C(F)(F)F)n2)CC1,C#CCN1CCN(Cc2nc(O)cc(C(F)(F)F)n2)CC1,fang_1696,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCNC(=O)CCc1c(C)nn(C)c1C,C#CCNC(=O)CCc1c(C)nn(C)c1C,fang_1405,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,fang_192,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCNC(=O)Cc1coc(-c2ccccc2)n1,C#CCNC(=O)Cc1coc(-c2ccccc2)n1,fang_2395,fang_dataset,26.932000012656417,1,,26.932000012656417,26.932000012656417
C#CCNC(=O)Cc1coc2cc(OC)ccc12,C#CCNC(=O)Cc1coc2cc(OC)ccc12,fang_1228,fang_dataset,15.440000000010052,1,,15.440000000010052,15.440000000010052
C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,fang_1889,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCNC(=O)c1cc(C(C)C)nn1CC,C#CCNC(=O)c1cc(C(C)C)nn1CC,fang_971,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCNC(=O)c1ccc2c(c1)OCO2,C#CCNC(=O)c1ccc2c(c1)OCO2,fang_1586,fang_dataset,13.988000011685036,1,,13.988000011685036,13.988000011685036
C#CCNC(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(=O)N(C)c2ccc3scnc3c2)c1,C#CCNC(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)c2ccc3scnc3c2)c1,CHEMBL5201787,chembl_dataset,55.4092,1,,55.4092,55.4092
C#CCOCC(C(=O)N1CC[C@@H]2C[C@@H]3CCCC(NC(=O)C(C)NC)C(=O)N3[C@@H]2C1)c1ccccc1,C#CCOCC(C(=O)N1CC[C@@H]2C[C@@H]3CCC[C@H](NC(=O)[C@H](C)NC)C(=O)N3[C@@H]2C1)c1ccccc1,CHEMBL3236383,chembl_dataset,16.191,2,10.540133680366676,8.738,23.644
C#CCOc1ccc(C(=O)[N-]N2CCCC2=O)cc1,C#CCOc1ccc(C(=O)NN2CCCC2=O)cc1,fang_1199,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C#CCOc1ccc(OC)cc1C(N)=O,C#CCOc1ccc(OC)cc1C(N)=O,fang_1959,fang_dataset,13.80199999777602,1,,13.80199999777602,13.80199999777602
C#CCn1nnc2c(-c3nc(C)cs3)ncn2c1=O,C#CCn1nnc2c(-c3nc(C)cs3)ncn2c1=O,CHEMBL5400079,chembl_dataset,59.8296,2,57.57093706793385,19.120800000000003,100.5384
C#CCn1nnc2c(-c3nccs3)ncn2c1=O,C#CCn1nnc2c(-c3nccs3)ncn2c1=O,CHEMBL5418433,chembl_dataset,31.0456,2,20.06259928124968,16.859199999999998,45.232
C#CCn1nnc2c(C(N)=O)ncn2c1=O,C#CCn1nnc2c(C(N)=O)ncn2c1=O,CHEMBL4210151,chembl_dataset,22.2562,2,5.161030974524372,18.606800000000003,25.9056
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,fang_103,fang_dataset,69.62600003852297,1,,69.62600003852297,69.62600003852297
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,CHEMBL691,chembl_dataset,0.00034952,1,,0.00034952,0.00034952
C#Cc1c[nH]nc1C(=O)N1CCN(Cc2cncc(Cl)c2)C2(CC2)C1,C#Cc1cn[nH]c1C(=O)N1CCN(Cc2cncc(Cl)c2)C2(CC2)C1,E-0014296,openadmet_expansion_train,26.8,1,,26.8,26.8
C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,E-0016274,openadmet_expansion_train,43.6,1,,43.6,43.6
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,E-0016026,openadmet_expansion_train,24.6,1,,24.6,24.6
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,E-0016025,openadmet_expansion_train,41.5,1,,41.5,41.5
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,E-0015406,openadmet_expansion_train,31.2,1,,31.2,31.2
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015405,openadmet_expansion_train,23.9,1,,23.9,23.9
C#Cc1cc(C(=O)NCCCCc2ccccc2)cc(C2SCC(=O)N2c2ccccc2OC)c1,C#Cc1cc(C(=O)NCCCCc2ccccc2)cc(C2SCC(=O)N2c2ccccc2OC)c1,CHEMBL5188710,chembl_dataset,1775.356,1,,1775.356,1775.356
C#Cc1cc(CN2CCN(C(=O)C=C)CC2)cc(F)c1-c1c([O-])cccc1Cl,C#Cc1cc(CN2CCN(C(=O)C=C)CC2)cc(F)c1-c1c(O)cccc1Cl,CHEMBL5436936,chembl_dataset,18.504,1,,18.504,18.504
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011834,openadmet_expansion_train,165.0,1,,165.0,165.0
C#Cc1cc2c(c(F)c1-c1c([O-])cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2,C#Cc1cc2c(c(F)c1-c1c(O)cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2,CHEMBL5431111,chembl_dataset,16.448,1,,16.448,16.448
C#Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,C#Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,CHEMBL1784564,chembl_dataset,8.224,1,,8.224,8.224
C#Cc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,C#Cc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,CHEMBL4759005,chembl_dataset,27.756,1,,27.756,27.756
C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,E-0016139,openadmet_expansion_train,3.8,1,,3.8,3.8
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,fang_2652,fang_dataset,38.54700001456565,1,,38.54700001456565,38.54700001456565
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,fang_2122,fang_dataset,51.361000015619794,1,,51.361000015619794,51.361000015619794
C#Cc1cccc(N2C(=O)CSC2c2cccc(C(=O)NCCCCc3ccccc3)c2)c1,C#Cc1cccc(N2C(=O)CSC2c2cccc(C(=O)NCCCCc3ccccc3)c2)c1,CHEMBL5186774,chembl_dataset,772.028,1,,772.028,772.028
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,chembl_dataset,19.14136,1,,19.14136,19.14136
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,openadmet_expansion_train,34.2,1,,34.2,34.2
C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017565,openadmet_expansion_train,6.1,1,,6.1,6.1
C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017351,openadmet_expansion_train,3.7,1,,3.7,3.7
C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,E-0017357,openadmet_expansion_train,1.1,1,,1.1,1.1
C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,E-0017355,openadmet_expansion_train,141.2,1,,141.2,141.2
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,E-0017256,openadmet_expansion_train,25.3,1,,25.3,25.3
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,E-0017254,openadmet_expansion_train,17.9,1,,17.9,17.9
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016669,openadmet_expansion_train,7.3,1,,7.3,7.3
C#Cc1n[n-]c2c(-c3cn(C(C)c4ccccc4)c(=O)[nH]c3=O)cccc12,C#Cc1n[nH]c2c(-c3cn(C(C)c4ccccc4)c(=O)[nH]c3=O)cccc12,CHEMBL5422887,chembl_dataset,13.1584,1,,13.1584,13.1584
C#Cc1n[n-]c2c(-c3cn([C@@H](C)c4ccccn4)c(=O)[nH]c3=O)cc(F)cc12,C#Cc1n[nH]c2c(-c3cn([C@@H](C)c4ccccn4)c(=O)[nH]c3=O)cc(F)cc12,CHEMBL5396112,chembl_dataset,18.504,1,,18.504,18.504
C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[n-]cnc12,C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[nH]cnc12,CHEMBL4786783,chembl_dataset,6.38388,1,,6.38388,6.38388
C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015606,openadmet_expansion_train,13.1,1,,13.1,13.1
C(#Cc1n[n-]c2ccccc12)c1ccccc1,C(#Cc1n[nH]c2ccccc12)c1ccccc1,CHEMBL1631889,chembl_dataset,35.980000000000004,1,,35.980000000000004,35.980000000000004
C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,CHEMBL3410207,chembl_dataset,38.036,1,,38.036,38.036
C(#Cc1ncn2c1COc1ccccc1-2)c1cccnc1,C(#Cc1ncn2c1COc1ccccc1-2)c1cccnc1,CHEMBL3410212,chembl_dataset,14.392,1,,14.392,14.392
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,fang_1470,fang_dataset,38.90599995918448,1,,38.90599995918448,38.90599995918448
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,fang_1936,fang_dataset,18.25099999586234,1,,18.25099999586234,18.25099999586234
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c(Cl)cccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c(Cl)cccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4570541,chembl_dataset,36.67,1,,36.67,36.67
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4540607,chembl_dataset,33.33,1,,33.33,33.33
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(Cl)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(Cl)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4544366,chembl_dataset,101.67,1,,101.67,101.67
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(F)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(F)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4470932,chembl_dataset,65.0,1,,65.0,65.0
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4532662,chembl_dataset,66.67,1,,66.67,66.67
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4570877,chembl_dataset,40.0,1,,40.0,40.0
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4454228,chembl_dataset,38.33,1,,38.33,38.33
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)nccc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)nccc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4579147,chembl_dataset,166.67,1,,166.67,166.67
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4461571,chembl_dataset,41.67,1,,41.67,41.67
C/C(=C\c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,C/C(=C\c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,CHEMBL3787359,chembl_dataset,25.7,1,,25.7,25.7
C/C(=C\c1nc(Cn2cnc3ncn(C)c3c2=O)no1)c1ccc(Cl)cc1,C/C(=C\c1nc(Cn2cnc3ncn(C)c3c2=O)no1)c1ccc(Cl)cc1,CHEMBL3786010,chembl_dataset,78.128,1,,78.128,78.128
C/C(=N\NC(N)=[NH2+])c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,C/C(=N\NC(=N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,CHEMBL4455744,chembl_dataset,36.8024,1,,36.8024,36.8024
C/C(=N\NC1=[NH+]CCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,C/C(=N\NC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,CHEMBL4461960,chembl_dataset,43.4844,1,,43.4844,43.4844
C/C(=N\[N-]C(=O)C(NC(=O)c1ccccc1)c1n[n-]c(=O)c2ccccc12)c1cccc(Br)c1,C/C(=N\NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1,CHEMBL493076,chembl_dataset,19.532,1,,19.532,19.532
C/C(=N\[N-]C(=O)C1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,CHEMBL494502,chembl_dataset,9.252,1,,9.252,9.252
C/C(=N\[N-]C(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1,C/C(=N\NC(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1,CHEMBL4569152,chembl_dataset,22.31,1,,22.31,22.31
C/C=C(/F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,C/C=C(/F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,CHEMBL5595623,chembl_dataset,163.452,1,,163.452,163.452
C/C=C(\F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,C/C=C(\F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,CHEMBL5583833,chembl_dataset,92.52,1,,92.52,92.52
C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,CHEMBL4789435,chembl_dataset,0.459,1,,0.459,0.459
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)[nH]n2)CC1,C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,fang_1158,fang_dataset,51.96799997306885,1,,51.96799997306885,51.96799997306885
C/C=C/c1cnc(C(=O)NCCOC)cc1Nc1ccccc1F,C/C=C/c1cnc(C(=O)NCCOC)cc1Nc1ccccc1F,CHEMBL5189883,chembl_dataset,63.736,1,,63.736,63.736
C/[NH+]=C(\NC#N)NCCSCc1nc[n-]c1C,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,fang_1721,fang_dataset,4.73900000328012,1,,4.73900000328012,4.73900000328012
C1=C(CS/C(NC2CCCCC2)=[NH+]\C2CCCCC2)N2CC[NH+]=C2S1,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,CHEMBL452864,chembl_dataset,52.428,1,,52.428,52.428
C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,E-0017147,openadmet_expansion_train,42.8,1,,42.8,42.8
C1=CCC(c2cc3ccccc3o2)CNC1,C1=CCC(c2cc3ccccc3o2)CNC1,CHEMBL2326690,chembl_dataset,85.324,1,,85.324,85.324
C1=CCC(c2ccc3ccccc3c2)CNC1,C1=CCC(c2ccc3ccccc3c2)CNC1,CHEMBL2322001,chembl_dataset,96.632,1,,96.632,96.632
C1CCC(OCc2noc(C3CC3)n2)CC1,C1CCC(OCc2noc(C3CC3)n2)CC1,fang_1497,fang_dataset,34.04500003806991,1,,34.04500003806991,34.04500003806991
C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,fang_1913,fang_dataset,125.72300011683022,1,,125.72300011683022,125.72300011683022
C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,fang_1678,fang_dataset,115.57200002453004,1,,115.57200002453004,115.57200002453004
C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,fang_1250,fang_dataset,158.35000010649262,1,,158.35000010649262,158.35000010649262
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c([O-])cc(CCCCC)cc1O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,CHEMBL190461,chembl_dataset,389.5,1,,389.5,389.5
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c([O-])cc([Si](C)(C)CCCCCC)cc1O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc([Si](C)(C)CCCCCC)cc1O,CHEMBL5204553,chembl_dataset,55.21,1,,55.21,55.21
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(C(=O)/C=C/c4ccc5c(c4)OCO5)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(C(=O)/C=C/c4ccc5c(c4)OCO5)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL3937852,chembl_dataset,0.054,1,,0.054,0.054
