feature_set,n_train_other,n_train_finetune,n_test,finetune_subset_label,user_cutoff,train_all_p5_cutoff,train_finetune_p5_cutoff,median_similarity_to_train_all,median_similarity_to_train_finetune,mean_topk_similarity_to_train_all,mean_topk_similarity_to_train_finetune,delta_mean_topk_finetune_minus_all,fine_tuning_preferred,output_subdir,n_outside_ad_user_cutoff_all,pct_outside_ad_user_cutoff_all,n_outside_ad_user_cutoff_finetune,pct_outside_ad_user_cutoff_finetune,n_outside_ad_train_all_p5,pct_outside_ad_train_all_p5,n_outside_ad_train_finetune_p5,pct_outside_ad_train_finetune_p5,is_best
avalon_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.5474798917770386,0.786467581987381,0.8462347984313965,0.8462347984313965,0.7946717739105225,0.7928426265716553,-0.0018291473388671875,False,AD_no_scale_hlm/avalon_b1024,0,0.0,0,0.0,5,0.639386189258312,209,26.726342710997443,False
rdkit_path_min4_max7_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.4359601616859436,0.7100733518600464,0.7728625535964966,0.7722821235656738,0.7159506678581238,0.7135784029960632,-0.002372264862060547,False,AD_no_scale_hlm/rdkit_path_min4_max7_b2048,0,0.0,1,0.1278772378516624,1,0.1278772378516624,254,32.48081841432225,False
chemeleon+rdkit_path_min4_max8_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6541543453931808,0.845025360584259,0.8707420229911804,0.8705240488052368,0.8448365926742554,0.8405918478965759,-0.004244744777679443,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max8_b2048,0,0.0,1,0.1278772378516624,1,0.1278772378516624,259,33.12020460358056,False
rdkit_path_min3_max7_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.45444016456604003,0.7224124670028687,0.7784829139709473,0.7771220207214355,0.7248589992523193,0.7224065661430359,-0.0024524331092834473,False,AD_no_scale_hlm/rdkit_path_min3_max7_b2048,0,0.0,1,0.1278772378516624,1,0.1278772378516624,264,33.75959079283887,False
chemeleon+rdkit_path_min3_max8_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6608724117279053,0.8499819040298462,0.8732138872146606,0.8722922801971436,0.8475884795188904,0.8432816863059998,-0.004306793212890625,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max8_b2048,0,0.0,1,0.1278772378516624,1,0.1278772378516624,269,34.39897698209719,False
rdkit_path_min4_max7_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.3723596081137657,0.6743921339511871,0.7353715896606445,0.7325426340103149,0.6636471152305603,0.6626090407371521,-0.0010380744934082031,False,AD_no_scale_hlm/rdkit_path_min4_max7_b4096,11,1.4066496163682864,16,2.0460358056265986,3,0.3836317135549872,296,37.851662404092075,False
rdkit_path_min3_max7_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.38626859039068223,0.6829323172569275,0.7385319471359253,0.7357164621353149,0.6702836155891418,0.6692707538604736,-0.0010128617286682129,False,AD_no_scale_hlm/rdkit_path_min3_max7_b4096,7,0.8951406649616368,13,1.6624040920716112,4,0.5115089514066496,304,38.87468030690537,False
chemeleon+rdkit_path_min4_max8_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6092530071735383,0.8139798641204834,0.8368412256240845,0.8367714881896973,0.7921117544174194,0.7904417514801025,-0.0016700029373168945,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max8_b4096,1,0.1278772378516624,5,0.639386189258312,1,0.1278772378516624,323,41.30434782608695,False
morgan_r3_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.2573214367032051,0.5555555820465088,0.5903614163398743,0.5903614163398743,0.5032209157943726,0.5028941631317139,-0.0003267526626586914,False,AD_no_scale_hlm/morgan_r3_b2048,119,15.217391304347826,119,15.217391304347826,8,1.0230179028132993,327,41.81585677749361,False
chemeleon+rdkit_path_min3_max8_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6147363275289536,0.8168957829475403,0.8387888073921204,0.8383471965789795,0.7947261333465576,0.7930480241775513,-0.0016781091690063477,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max8_b4096,0,0.0,5,0.639386189258312,1,0.1278772378516624,331,42.327365728900254,False
morgan_r3_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.2497413791716099,0.5510033369064331,0.5858224034309387,0.5858224034309387,0.4981493651866913,0.49775430560112,-0.00039505958557128906,False,AD_no_scale_hlm/morgan_r3_b4096,124,15.856777493606138,124,15.856777493606138,9,1.1508951406649617,331,42.327365728900254,False
rdkit_path_min4_max6_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.49630762040615084,0.7557539641857147,0.7935113310813904,0.7920824289321899,0.7387197613716125,0.7369562983512878,-0.001763463020324707,False,AD_no_scale_hlm/rdkit_path_min4_max6_b1024,0,0.0,1,0.1278772378516624,1,0.1278772378516624,340,43.47826086956522,False
morgan_r2_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.32307693362236023,0.6298832893371582,0.6617551445960999,0.6617551445960999,0.5780701041221619,0.5777398347854614,-0.00033026933670043945,False,AD_no_scale_hlm/morgan_r2_b4096,37,4.731457800511509,37,4.731457800511509,10,1.278772378516624,340,43.47826086956522,False
chemeleon+rdkit_path_min4_max7_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6912320852279663,0.8669700622558594,0.8794825673103333,0.8791255354881287,0.8570942282676697,0.8536159992218018,-0.00347822904586792,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max7_b1024,0,0.0,1,0.1278772378516624,1,0.1278772378516624,342,43.734015345268546,False
morgan_r2_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.3283582031726837,0.6346153616905212,0.6666666865348816,0.6666666865348816,0.5805513262748718,0.5802190899848938,-0.00033223628997802734,False,AD_no_scale_hlm/morgan_r2_b2048,34,4.3478260869565215,34,4.3478260869565215,9,1.1508951406649617,342,43.734015345268546,False
morgan_r3_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.2702702581882477,0.5679012537002563,0.5932149291038513,0.5932149291038513,0.514695942401886,0.5143960118293762,-0.0002999305725097656,False,AD_no_scale_hlm/morgan_r3_b1024,116,14.83375959079284,116,14.83375959079284,4,0.5115089514066496,342,43.734015345268546,False
morgan_r2_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.3380281627178192,0.6415094137191772,0.671875,0.671875,0.5881348252296448,0.5878514647483826,-0.00028336048126220703,False,AD_no_scale_hlm/morgan_r2_b1024,35,4.475703324808184,35,4.475703324808184,8,1.0230179028132993,344,43.989769820971865,False
rdkit_path_min3_max6_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.5219399333000183,0.7705115973949432,0.8040430545806885,0.8024988174438477,0.7529897689819336,0.7510709166526794,-0.0019188523292541504,False,AD_no_scale_hlm/rdkit_path_min3_max6_b1024,0,0.0,1,0.1278772378516624,1,0.1278772378516624,348,44.50127877237852,False
chemeleon+rdkit_path_min3_max7_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.7008714497089386,0.8730916976928711,0.8832762241363525,0.8830698728561401,0.8622071743011475,0.8586093783378601,-0.0035977959632873535,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max7_b1024,0,0.0,1,0.1278772378516624,1,0.1278772378516624,351,44.8849104859335,False
rdkit_path_min4_max6_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.42277288287878034,0.7156596183776855,0.7460449934005737,0.743624210357666,0.6907779574394226,0.6897756457328796,-0.0010023117065429688,False,AD_no_scale_hlm/rdkit_path_min4_max6_b2048,2,0.2557544757033248,9,1.1508951406649617,4,0.5115089514066496,359,45.907928388746804,False
rdkit_path_min4_max6_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.38363070487976075,0.696321040391922,0.7304289937019348,0.7284780740737915,0.6655316948890686,0.6646451950073242,-0.0008864998817443848,False,AD_no_scale_hlm/rdkit_path_min4_max6_b4096,13,1.6624040920716112,17,2.1739130434782608,9,1.1508951406649617,359,45.907928388746804,False
rdkit_path_min3_max6_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.44458906203508375,0.7333521842956543,0.7592822313308716,0.7565598487854004,0.7019482254981995,0.7009958028793335,-0.0009524226188659668,False,AD_no_scale_hlm/rdkit_path_min3_max6_b2048,2,0.2557544757033248,3,0.3836317135549872,6,0.7672634271099744,364,46.547314578005114,False
rdkit_path_min3_max6_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.4041953727602959,0.7082852125167847,0.7389388084411621,0.735487699508667,0.6750757694244385,0.6742129325866699,-0.0008628368377685547,False,AD_no_scale_hlm/rdkit_path_min3_max6_b4096,9,1.1508951406649617,12,1.5345268542199488,10,1.278772378516624,364,46.547314578005114,False
chemeleon+rdkit_path_min4_max7_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6406944125890732,0.8342036604881287,0.8437597155570984,0.8432551622390747,0.8063187599182129,0.8048759698867798,-0.0014427900314331055,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max7_b2048,0,0.0,2,0.2557544757033248,1,0.1278772378516624,366,46.80306905370844,False
rdkit_path_min3_max5_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.4987174391746521,0.7603022754192352,0.7777777910232544,0.7757731676101685,0.7264522910118103,0.7257147431373596,-0.0007375478744506836,False,AD_no_scale_hlm/rdkit_path_min3_max5_b1024,0,0.0,3,0.3836317135549872,8,1.0230179028132993,371,47.44245524296675,False
chemeleon+morgan_r3_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.5483658909797668,0.7536979913711548,0.7592953443527222,0.7592953443527222,0.7013797760009766,0.7009706497192383,-0.00040912628173828125,False,AD_no_scale_hlm/chemeleon__morgan_r3_b2048,70,8.951406649616368,71,9.07928388746803,18,2.3017902813299234,372,47.570332480818415,False
chemeleon+morgan_r3_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.5450150042772293,0.7518384754657745,0.7566845417022705,0.7566845417022705,0.6989814043045044,0.6985582709312439,-0.00042313337326049805,False,AD_no_scale_hlm/chemeleon__morgan_r3_b4096,73,9.335038363171355,74,9.462915601023019,18,2.3017902813299234,373,47.69820971867008,False
chemeleon+rdkit_path_min3_max7_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.649501183629036,0.8403950333595276,0.8481788635253906,0.8480210304260254,0.8106541037559509,0.8091720938682556,-0.0014820098876953125,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max7_b2048,0,0.0,2,0.2557544757033248,1,0.1278772378516624,374,47.82608695652174,False
chemeleon+rdkit_path_min4_max7_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6066807836294175,0.8174729943275452,0.8253282308578491,0.8250424861907959,0.778610348701477,0.777794361114502,-0.0008159875869750977,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max7_b4096,5,0.639386189258312,12,1.5345268542199488,6,0.7672634271099744,376,48.08184143222506,False
rdkit_path_min4_max5_b1024,5767,3751,782,openadmet_expansion_train,0.4,0.46749036610126493,0.7440185844898224,0.7594856023788452,0.7571072578430176,0.7068579792976379,0.7060192823410034,-0.0008386969566345215,False,AD_no_scale_hlm/rdkit_path_min4_max5_b1024,1,0.1278772378516624,3,0.3836317135549872,8,1.0230179028132993,377,48.209718670076725,False
rdkit_path_min3_max5_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.460464172065258,0.7450604438781738,0.7546312212944031,0.7525036931037903,0.7037674784660339,0.7030208706855774,-0.000746607780456543,False,AD_no_scale_hlm/rdkit_path_min3_max5_b2048,6,0.7672634271099744,8,1.0230179028132993,14,1.7902813299232736,377,48.209718670076725,False
rdkit_path_min4_max5_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.41604963392019273,0.7176934480667114,0.7338253259658813,0.7323054075241089,0.6766335368156433,0.6759141087532043,-0.0007194280624389648,False,AD_no_scale_hlm/rdkit_path_min4_max5_b4096,10,1.278772378516624,14,1.7902813299232736,14,1.7902813299232736,377,48.209718670076725,False
rdkit_path_min3_max5_b4096,5767,3751,782,openadmet_expansion_train,0.4,0.4392386719584465,0.733098179101944,0.7463808655738831,0.7436507940292358,0.6915618777275085,0.6908450722694397,-0.0007168054580688477,False,AD_no_scale_hlm/rdkit_path_min3_max5_b4096,8,1.0230179028132993,11,1.4066496163682864,14,1.7902813299232736,378,48.33759590792839,False
rdkit_path_min4_max5_b2048,5767,3751,782,openadmet_expansion_train,0.4,0.4331760391592979,0.7256390154361725,0.7365591526031494,0.7362041473388672,0.6868849396705627,0.6861019730567932,-0.0007829666137695312,False,AD_no_scale_hlm/rdkit_path_min4_max5_b2048,7,0.8951406649616368,11,1.4066496163682864,14,1.7902813299232736,379,48.46547314578005,False
chemeleon+rdkit_path_min3_max7_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6137731462717056,0.8213388621807098,0.8296371698379517,0.8283873200416565,0.7820011377334595,0.7811921834945679,-0.0008089542388916016,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max7_b4096,3,0.3836317135549872,10,1.278772378516624,5,0.639386189258312,381,48.72122762148338,False
chemeleon+morgan_r2_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.5826247096061706,0.7903247475624084,0.7928917407989502,0.7928917407989502,0.7406859993934631,0.7402316927909851,-0.00045430660247802734,False,AD_no_scale_hlm/chemeleon__morgan_r2_b2048,21,2.6854219948849103,23,2.9411764705882355,15,1.918158567774936,383,48.9769820971867,False
chemeleon+morgan_r3_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.5554097265005111,0.7599945366382599,0.762310266494751,0.762310266494751,0.7071606516838074,0.7068242430686951,-0.0003364086151123047,False,AD_no_scale_hlm/chemeleon__morgan_r3_b1024,64,8.184143222506394,65,8.312020460358056,13,1.6624040920716112,384,49.10485933503836,False
chemeleon+morgan_r2_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.5804653018712997,0.7892835736274719,0.7927564382553101,0.7927564382553101,0.7394543290138245,0.7390166521072388,-0.00043767690658569336,False,AD_no_scale_hlm/chemeleon__morgan_r2_b4096,24,3.0690537084398977,26,3.3248081841432224,17,2.1739130434782608,385,49.232736572890026,False
chemeleon+morgan_r2_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.5876055032014846,0.7945366203784943,0.7961424589157104,0.7961424589157104,0.7446064352989197,0.7442195415496826,-0.00038689374923706055,False,AD_no_scale_hlm/chemeleon__morgan_r2_b1024,20,2.557544757033248,22,2.813299232736573,13,1.6624040920716112,387,49.48849104859335,False
chemeleon+rdkit_path_min3_max6_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6810423791408539,0.8622773885726929,0.8612529039382935,0.8586946725845337,0.824260413646698,0.8228840827941895,-0.001376330852508545,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max6_b1024,0,0.0,1,0.1278772378516624,4,0.5115089514066496,396,50.63938618925831,False
chemeleon+rdkit_path_min4_max6_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6138375252485275,0.8259468078613281,0.8224060535430908,0.8218069076538086,0.777938187122345,0.7772201299667358,-0.0007180571556091309,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max6_b4096,8,1.0230179028132993,12,1.5345268542199488,11,1.4066496163682864,398,50.89514066496164,False
chemeleon+rdkit_path_min3_max6_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6233167141675949,0.8313327133655548,0.8266953825950623,0.8265339136123657,0.7829239368438721,0.7822203040122986,-0.0007036328315734863,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max6_b4096,6,0.7672634271099744,11,1.4066496163682864,11,1.4066496163682864,399,51.0230179028133,False
chemeleon+rdkit_path_min4_max6_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6333357721567154,0.8369828164577484,0.8333937525749207,0.8318556547164917,0.7913193106651306,0.7904877066612244,-0.00083160400390625,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max6_b2048,3,0.3836317135549872,9,1.1508951406649617,11,1.4066496163682864,400,51.150895140664964,False
chemeleon+rdkit_path_min3_max6_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6439816981554032,0.8430466055870056,0.8392142057418823,0.8374293446540833,0.7972688674926758,0.7964472770690918,-0.0008215904235839844,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max6_b2048,2,0.2557544757033248,6,0.7672634271099744,11,1.4066496163682864,401,51.27877237851662,False
chemeleon+rdkit_path_min4_max6_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.66935014128685,0.8564784526824951,0.8530377149581909,0.8522520661354065,0.8169035315513611,0.8156101107597351,-0.0012934207916259766,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max6_b1024,0,0.0,1,0.1278772378516624,4,0.5115089514066496,402,51.406649616368284,False
chemeleon,5767,3751,782,openadmet_expansion_train,0.8,0.8197873920202255,0.9328465163707733,0.9295501708984375,0.9295501708984375,0.9165797829627991,0.9157148003578186,-0.0008649826049804688,False,AD_no_scale_hlm/chemeleon,0,0.0,3,0.3836317135549872,1,0.1278772378516624,413,52.813299232736576,False
chemeleon+rdkit_path_min3_max5_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6520576775074005,0.8475598990917206,0.8364982604980469,0.8360497951507568,0.7972646355628967,0.7965773344039917,-0.0006873011589050293,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max5_b2048,4,0.5115089514066496,8,1.0230179028132993,20,2.557544757033248,415,53.069053708439895,False
chemeleon+rdkit_path_min3_max5_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6414407253265381,0.8432415127754211,0.8313789367675781,0.8308942317962646,0.7904748916625977,0.7898330688476562,-0.0006418228149414062,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max5_b4096,6,0.7672634271099744,10,1.278772378516624,20,2.557544757033248,417,53.32480818414322,False
chemeleon+rdkit_path_min4_max5_b2048,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6381521195173263,0.8428963720798492,0.8286138772964478,0.8272109627723694,0.788463830947876,0.7877436876296997,-0.0007201433181762695,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max5_b2048,6,0.7672634271099744,10,1.278772378516624,14,1.7902813299232736,419,53.58056265984655,False
chemeleon+rdkit_path_min4_max5_b4096,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6298762619495392,0.8375732600688934,0.8247299194335938,0.8233447670936584,0.7827140688896179,0.7820648550987244,-0.0006492137908935547,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max5_b4096,9,1.1508951406649617,12,1.5345268542199488,18,2.3017902813299234,420,53.70843989769821,False
chemeleon+rdkit_path_min4_max5_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6548839092254639,0.8508846759796143,0.8360176682472229,0.8352620601654053,0.79891037940979,0.7981089949607849,-0.000801384449005127,False,AD_no_scale_hlm/chemeleon__rdkit_path_min4_max5_b1024,2,0.2557544757033248,6,0.7672634271099744,14,1.7902813299232736,421,53.83631713554987,False
chemeleon+rdkit_path_min3_max5_b1024,5767,3751,782,openadmet_expansion_train,0.6000000000000001,0.6705952048301697,0.8601301610469818,0.8472849726676941,0.8460184931755066,0.8089337944984436,0.8081932067871094,-0.0007405877113342285,False,AD_no_scale_hlm/chemeleon__rdkit_path_min3_max5_b1024,0,0.0,4,0.5115089514066496,15,1.918158567774936,424,54.21994884910486,False
