SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log10_low_deduplicated,n_reps,y_std,y_min,y_max
C#CCNC(=O)Cc1coc2cc(OC)ccc12,C#CCNC(=O)Cc1coc2cc(OC)ccc12,fang_1228,fang_dataset,1.188647296,1,,1.188647296,1.188647296
C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,fang_1889,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C#CCNC(=O)c1cc(C(C)C)nn1CC,C#CCNC(=O)c1cc(C(C)C)nn1CC,fang_971,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C#CCNC(=O)c1ccc2c(c1)OCO2,C#CCNC(=O)c1ccc2c(c1)OCO2,fang_1586,fang_dataset,1.145755624,1,,1.145755624,1.145755624
C#CCNC(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(=O)N(C)c2ccc3scnc3c2)c1,C#CCNC(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)c2ccc3scnc3c2)c1,CHEMBL5201787,chembl_dataset,1.665355812401483,1,,1.665355812401483,1.665355812401483
C#CCOCC(C(=O)N1CC[C@@H]2C[C@@H]3CCCC(NC(=O)C(C)NC)C(=O)N3[C@@H]2C1)c1ccccc1,C#CCOCC(C(=O)N1CC[C@@H]2C[C@@H]3CCC[C@H](NC(=O)[C@H](C)NC)C(=O)N3[C@@H]2C1)c1ccccc1,CHEMBL3236383,chembl_dataset,1.1092740542505415,2,0.28093302828746725,0.9106244048892012,1.3079237036118816
C#CCOc1ccc(C(=O)[N-]N2CCCC2=O)cc1,C#CCOc1ccc(C(=O)NN2CCCC2=O)cc1,fang_1199,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C#CCOc1ccc(OC)cc1C(N)=O,C#CCOc1ccc(OC)cc1C(N)=O,fang_1959,fang_dataset,1.139942023,1,,1.139942023,1.139942023
C#CCn1nnc2c(-c3nc(C)cs3)ncn2c1=O,C#CCn1nnc2c(-c3nc(C)cs3)ncn2c1=O,CHEMBL5400079,chembl_dataset,1.5703041148459433,2,0.49436463336733105,1.2207355302131022,1.9198726994787845
C#CCn1nnc2c(-c3nccs3)ncn2c1=O,C#CCn1nnc2c(-c3nccs3)ncn2c1=O,CHEMBL5418433,chembl_dataset,1.37444154309372,2,0.2897506658297523,1.169556882432185,1.5793262037552551
C#CCn1nnc2c(C(N)=O)ncn2c1=O,C#CCn1nnc2c(C(N)=O)ncn2c1=O,CHEMBL4210151,chembl_dataset,1.2776743736428628,2,0.0962402581080026,1.2096222345115506,1.345726512774175
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,fang_103,fang_dataset,1.842771446,1,,1.842771446,1.842771446
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,CHEMBL691,chembl_dataset,0.000124016795276,1,,0.000124016795276,0.000124016795276
C#Cc1c[nH]nc1C(=O)N1CCN(Cc2cncc(Cl)c2)C2(CC2)C1,C#Cc1cn[nH]c1C(=O)N1CCN(Cc2cncc(Cl)c2)C2(CC2)C1,E-0014296,openadmet_expansion_train,1.4440447959180762,1,,1.4440447959180762,1.4440447959180762
C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,E-0016274,openadmet_expansion_train,1.649334858712142,1,,1.649334858712142,1.649334858712142
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,E-0016026,openadmet_expansion_train,1.4082399653118496,1,,1.4082399653118496,1.4082399653118496
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,E-0016025,openadmet_expansion_train,1.6283889300503116,1,,1.6283889300503116,1.6283889300503116
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,E-0015406,openadmet_expansion_train,1.507855871695831,1,,1.507855871695831,1.507855871695831
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015405,openadmet_expansion_train,1.3961993470957363,1,,1.3961993470957363,1.3961993470957363
C#Cc1cc(C(=O)NCCCCc2ccccc2)cc(C2SCC(=O)N2c2ccccc2OC)c1,C#Cc1cc(C(=O)NCCCCc2ccccc2)cc(C2SCC(=O)N2c2ccccc2OC)c1,CHEMBL5188710,chembl_dataset,3.161870893533204,1,,3.161870893533204,3.161870893533204
C#Cc1cc(CN2CCN(C(=O)C=C)CC2)cc(F)c1-c1c([O-])cccc1Cl,C#Cc1cc(CN2CCN(C(=O)C=C)CC2)cc(F)c1-c1c(O)cccc1Cl,CHEMBL5436936,chembl_dataset,1.207365037469072,1,,1.207365037469072,1.207365037469072
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011834,openadmet_expansion_train,2.220108088040055,1,,2.220108088040055,2.220108088040055
C#Cc1cc2c(c(F)c1-c1c([O-])cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2,C#Cc1cc2c(c(F)c1-c1c(O)cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2,CHEMBL5431111,chembl_dataset,1.1595671932336202,1,,1.1595671932336202,1.1595671932336202
C#Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,C#Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,CHEMBL1784564,chembl_dataset,0.8876173003357362,1,,0.8876173003357362,0.8876173003357362
C#Cc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,C#Cc1ccc2c(c1)CCCc1nnc(C3CCN(c4ccccn4)CC3)n1-2,CHEMBL4759005,chembl_dataset,1.374381698050882,1,,1.374381698050882,1.374381698050882
C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,E-0016139,openadmet_expansion_train,0.6812412373755872,1,,0.6812412373755872,0.6812412373755872
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,fang_2652,fang_dataset,1.585990584,1,,1.585990584,1.585990584
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,fang_2122,fang_dataset,1.710633471,1,,1.710633471,1.710633471
C#Cc1cccc(N2C(=O)CSC2c2cccc(C(=O)NCCCCc3ccccc3)c2)c1,C#Cc1cccc(N2C(=O)CSC2c2cccc(C(=O)NCCCCc3ccccc3)c2)c1,CHEMBL5186774,chembl_dataset,2.800607116392469,1,,2.800607116392469,2.800607116392469
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,chembl_dataset,1.2211742009952082,1,,1.2211742009952082,1.2211742009952082
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,openadmet_expansion_train,1.546542663478131,1,,1.546542663478131,1.546542663478131
C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017565,openadmet_expansion_train,0.8512583487190752,1,,0.8512583487190752,0.8512583487190752
C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017351,openadmet_expansion_train,0.6720978579357175,1,,0.6720978579357175,0.6720978579357175
C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,E-0017357,openadmet_expansion_train,0.3222192947339193,1,,0.3222192947339193,0.3222192947339193
C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,E-0017355,openadmet_expansion_train,2.1528995963937474,1,,2.1528995963937474,2.1528995963937474
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,E-0017256,openadmet_expansion_train,1.4199557484897578,1,,1.4199557484897578,1.4199557484897578
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,E-0017254,openadmet_expansion_train,1.276461804173244,1,,1.276461804173244,1.276461804173244
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016669,openadmet_expansion_train,0.919078092376074,1,,0.919078092376074,0.919078092376074
C#Cc1n[n-]c2c(-c3cn(C(C)c4ccccc4)c(=O)[nH]c3=O)cccc12,C#Cc1n[nH]c2c(-c3cn(C(C)c4ccccc4)c(=O)[nH]c3=O)cccc12,CHEMBL5422887,chembl_dataset,1.0701117827822002,1,,1.0701117827822002,1.0701117827822002
C#Cc1n[n-]c2c(-c3cn([C@@H](C)c4ccccn4)c(=O)[nH]c3=O)cc(F)cc12,C#Cc1n[nH]c2c(-c3cn([C@@H](C)c4ccccn4)c(=O)[nH]c3=O)cc(F)cc12,CHEMBL5396112,chembl_dataset,1.207365037469072,1,,1.207365037469072,1.207365037469072
C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[n-]cnc12,C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[nH]cnc12,CHEMBL4786783,chembl_dataset,0.7935389517715621,1,,0.7935389517715621,0.7935389517715621
C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015606,openadmet_expansion_train,1.14921911265538,1,,1.14921911265538,1.14921911265538
C(#Cc1n[n-]c2ccccc12)c1ccccc1,C(#Cc1n[nH]c2ccccc12)c1ccccc1,CHEMBL1631889,chembl_dataset,1.4828735836087537,1,,1.4828735836087537,1.4828735836087537
C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,CHEMBL3410207,chembl_dataset,1.506234359612126,1,,1.506234359612126,1.506234359612126
C(#Cc1ncn2c1COc1ccccc1-2)c1cccnc1,C(#Cc1ncn2c1COc1ccccc1-2)c1cccnc1,CHEMBL3410212,chembl_dataset,1.1058506743851435,1,,1.1058506743851435,1.1058506743851435
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,fang_1470,fang_dataset,1.590016582,1,,1.590016582,1.590016582
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,fang_1936,fang_dataset,1.261286665,1,,1.261286665,1.261286665
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c(Cl)cccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c(Cl)cccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4570541,chembl_dataset,1.5759956202032677,1,,1.5759956202032677,1.5759956202032677
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4540607,chembl_dataset,1.53567380342575,1,,1.53567380342575,1.53567380342575
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(Cl)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(Cl)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4544366,chembl_dataset,2.0114435620220745,1,,2.0114435620220745,2.0114435620220745
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(F)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(F)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4470932,chembl_dataset,1.8195439355418688,1,,1.8195439355418688,1.8195439355418688
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4532662,chembl_dataset,1.830396176483469,1,,1.830396176483469,1.830396176483469
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4570877,chembl_dataset,1.6127838567197357,1,,1.6127838567197357,1.6127838567197357
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4454228,chembl_dataset,1.594723946409747,1,,1.594723946409747,1.594723946409747
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)nccc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)nccc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4579147,chembl_dataset,2.224455364335568,1,,2.224455364335568,2.224455364335568
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,CHEMBL4461571,chembl_dataset,1.630122642859312,1,,1.630122642859312,1.630122642859312
C/C(=C\c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,C/C(=C\c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,CHEMBL3787359,chembl_dataset,1.3424226808222062,1,,1.3424226808222062,1.3424226808222062
C/C(=C\c1nc(Cn2cnc3ncn(C)c3c2=O)no1)c1ccc(Cl)cc1,C/C(=C\c1nc(Cn2cnc3ncn(C)c3c2=O)no1)c1ccc(Cl)cc1,CHEMBL3786010,chembl_dataset,1.8118430061764768,1,,1.8118430061764768,1.8118430061764768
C/C(=N\NC(N)=[NH2+])c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,C/C(=N\NC(=N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,CHEMBL4455744,chembl_dataset,1.4923692082279107,1,,1.4923692082279107,1.4923692082279107
C/C(=N\NC1=[NH+]CCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,C/C(=N\NC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,CHEMBL4461960,chembl_dataset,1.5626734489758711,1,,1.5626734489758711,1.5626734489758711
C/C(=N\[N-]C(=O)C(NC(=O)c1ccccc1)c1n[n-]c(=O)c2ccccc12)c1cccc(Br)c1,C/C(=N\NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1,CHEMBL493076,chembl_dataset,1.229425847920695,1,,1.229425847920695,1.229425847920695
C/C(=N\[N-]C(=O)C1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,CHEMBL494502,chembl_dataset,0.9324737646771531,1,,0.9324737646771531,0.9324737646771531
C/C(=N\[N-]C(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1,C/C(=N\NC(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1,CHEMBL4569152,chembl_dataset,1.367542273520577,1,,1.367542273520577,1.367542273520577
C/C=C(/F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,C/C=C(/F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,CHEMBL5595623,chembl_dataset,2.128915978453837,1,,2.128915978453837,2.128915978453837
C/C=C(\F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,C/C=C(\F)C(=O)N[C@H](c1cn2ncc([C@@H](COC)N3C[C@@H](C(F)(F)F)NC3=O)cc2n1)C1CCC(F)(F)CC1,CHEMBL5583833,chembl_dataset,1.884228769632604,1,,1.884228769632604,1.884228769632604
C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,CHEMBL4789435,chembl_dataset,0.1640552918934516,1,,0.1640552918934516,0.1640552918934516
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)[nH]n2)CC1,C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,fang_1158,fang_dataset,1.715736003,1,,1.715736003,1.715736003
C/C=C/c1cnc(C(=O)NCCOC)cc1Nc1ccccc1F,C/C=C/c1cnc(C(=O)NCCOC)cc1Nc1ccccc1F,CHEMBL5189883,chembl_dataset,1.724930914192398,1,,1.724930914192398,1.724930914192398
C/[NH+]=C(\NC#N)NCCSCc1nc[n-]c1C,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,fang_1721,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C1=C(CS/C(NC2CCCCC2)=[NH+]\C2CCCCC2)N2CC[NH+]=C2S1,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,CHEMBL452864,chembl_dataset,1.6418705454763127,1,,1.6418705454763127,1.6418705454763127
C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,E-0017147,openadmet_expansion_train,1.6414741105040995,1,,1.6414741105040995,1.6414741105040995
C1=CCC(c2cc3ccccc3o2)CNC1,C1=CCC(c2cc3ccccc3o2)CNC1,CHEMBL2326690,chembl_dataset,1.8495422520050169,1,,1.8495422520050169,1.8495422520050169
C1=CCC(c2ccc3ccccc3c2)CNC1,C1=CCC(c2ccc3ccccc3c2)CNC1,CHEMBL2322001,chembl_dataset,1.90287278544608,1,,1.90287278544608,1.90287278544608
C1CCC(OCc2noc(C3CC3)n2)CC1,C1CCC(OCc2noc(C3CC3)n2)CC1,fang_1497,fang_dataset,1.532053339,1,,1.532053339,1.532053339
C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,fang_1913,fang_dataset,2.099414736,1,,2.099414736,2.099414736
C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,fang_1678,fang_dataset,2.062852629,1,,2.062852629,2.062852629
C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,fang_1250,fang_dataset,2.199618068,1,,2.199618068,2.199618068
