Unnamed: 0,mol_id,SMILES,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled,hlm_value_scaled_log10_low,hlm_value_scaled_log10_high,dataset,scaling_was_applied,SMILES_standardized,preprocess_reason
10,fang_11,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,
11,fang_12,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,15.787000001174611,1.198299609,15.787000001174611,1.198299609,1.198299609,fang_dataset,False,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,
12,fang_13,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,100.95099992248878,2.004110625,100.95099992248878,2.004110625,2.004110625,fang_dataset,False,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,
13,fang_14,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,76.70499995228427,1.884823674,76.70499995228427,1.884823674,1.884823674,fang_dataset,False,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)C(C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,
14,fang_15,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,14.31799999730268,1.155882358,14.31799999730268,1.155882358,1.155882358,fang_dataset,False,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,
15,fang_16,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,36.65600001305536,1.564145072,36.65600001305536,1.564145072,1.564145072,fang_dataset,False,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,
16,fang_17,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,11.175999997268995,1.048286393,11.175999997268995,1.048286393,1.048286393,fang_dataset,False,N#Cc1ccc2[nH]c([O-])c(-c3ccc(CN4CCOCC4)cn3)c2c1,
17,fang_18,CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,9.629999997238585,0.983626287,9.629999997238585,0.983626287,0.983626287,fang_dataset,False,CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,
18,fang_19,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,16.831999981642884,1.226135722,16.831999981642884,1.226135722,1.226135722,fang_dataset,False,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,
19,fang_20,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,368.08300007037445,2.56594576,368.08300007037445,2.56594576,2.56594576,fang_dataset,False,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,
20,fang_21,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,
21,fang_22,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,7.26100000405946,0.860996437,7.26100000405946,0.860996437,0.860996437,fang_dataset,False,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)C3CC3(F)F)n2)cn1,
22,fang_23,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,
23,fang_24,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,191.48549993684296,2.282135893,191.48549993684296,2.282135893,2.282135893,fang_dataset,False,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,
24,fang_25,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,11.646000006113852,1.066176786,11.646000006113852,1.066176786,1.066176786,fang_dataset,False,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)[N-]c2cscn2)cc1Cl,
25,fang_26,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,11.405000010171731,1.05709529,11.405000010171731,1.05709529,1.05709529,fang_dataset,False,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,
26,fang_27,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,
27,fang_28,O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,
28,fang_29,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,
29,fang_30,CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,8.570000001515542,0.932980822,8.570000001515542,0.932980822,0.932980822,fang_dataset,False,CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,
30,fang_31,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,9.791000009751022,0.990827051,9.791000009751022,0.990827051,0.990827051,fang_dataset,False,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,
31,fang_32,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,21.33499999040424,1.329092647,21.33499999040424,1.329092647,1.329092647,fang_dataset,False,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,
32,fang_33,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,57.77499997989265,1.761739954,57.77499997989265,1.761739954,1.761739954,fang_dataset,False,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,
33,fang_34,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,165.82900007053016,2.219660482,165.82900007053016,2.219660482,2.219660482,fang_dataset,False,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,
34,fang_35,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,535.2009997275958,2.728516916,535.2009997275958,2.728516916,2.728516916,fang_dataset,False,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,
35,fang_36,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,41.70000000251974,1.620136055,41.70000000251974,1.620136055,1.620136055,fang_dataset,False,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,
36,fang_37,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,26.77199997956706,1.427680816,26.77199997956706,1.427680816,1.427680816,fang_dataset,False,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,
37,fang_38,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,
38,fang_39,COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,7.532999992496654,0.876967967,7.532999992496654,0.876967967,0.876967967,fang_dataset,False,COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,
39,fang_40,Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,379.8709999660832,2.57963614,379.8709999660832,2.57963614,2.57963614,fang_dataset,False,Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,
40,fang_41,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,8.126000000179758,0.909876818,8.126000000179758,0.909876818,0.909876818,fang_dataset,False,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,
41,fang_42,Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,399.5619997101136,2.601584178,399.5619997101136,2.601584178,2.601584178,fang_dataset,False,Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,
42,fang_43,Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,51.37466665860762,1.710749017,51.37466665860762,1.710749017,1.710749017,fang_dataset,False,Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,
43,fang_44,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,
44,fang_45,Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,10.838000008076271,1.034949147,10.838000008076271,1.034949147,1.034949147,fang_dataset,False,Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,
45,fang_46,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,34.970999984671764,1.543708051,34.970999984671764,1.543708051,1.543708051,fang_dataset,False,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,
46,fang_47,Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,132.3420001304543,2.121697694,132.3420001304543,2.121697694,2.121697694,fang_dataset,False,Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,
47,fang_48,COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,10.510999997883664,1.021644036,10.510999997883664,1.021644036,1.021644036,fang_dataset,False,COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,
48,fang_49,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,
49,fang_50,Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,75.62199998120354,1.878648159,75.62199998120354,1.878648159,1.878648159,fang_dataset,False,Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,
50,fang_51,Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,767.9710007404084,2.885344821,767.9710007404084,2.885344821,2.885344821,fang_dataset,False,Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,
51,fang_52,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,107.84324989292256,2.032792967,107.84324989292256,2.032792967,2.032792967,fang_dataset,False,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,
52,fang_53,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,
53,fang_54,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,394.6610000224004,2.596224212,394.6610000224004,2.596224212,2.596224212,fang_dataset,False,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,
54,fang_55,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,40.70499999262145,1.609647759,40.70499999262145,1.609647759,1.609647759,fang_dataset,False,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,
55,fang_56,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,53.334000051166285,1.727004157,53.334000051166285,1.727004157,1.727004157,fang_dataset,False,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,
56,fang_57,O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,
57,fang_58,O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,
58,fang_59,Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,5.99499999399709,0.777789187,5.99499999399709,0.777789187,0.777789187,fang_dataset,False,Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,
59,fang_60,O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,
60,fang_61,C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,36.423999974828,1.561387637,36.423999974828,1.561387637,1.561387637,fang_dataset,False,C[C@@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@H](C)O1,
61,fang_62,CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,9.856000004077025,0.993700695,9.856000004077025,0.993700695,0.993700695,fang_dataset,False,CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,
62,fang_63,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,222.7310000355392,2.347780667,222.7310000355392,2.347780667,2.347780667,fang_dataset,False,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,
63,fang_64,OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,9.800000006938957,0.991226076,9.800000006938957,0.991226076,0.991226076,fang_dataset,False,OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,
64,fang_65,Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,235.732000075093,2.372418541,235.732000075093,2.372418541,2.372418541,fang_dataset,False,Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,
65,fang_66,OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,
66,fang_67,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,43.019999994904126,1.633670406,43.019999994904126,1.633670406,1.633670406,fang_dataset,False,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,
67,fang_68,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,84.80800009729306,1.928436822,84.80800009729306,1.928436822,1.928436822,fang_dataset,False,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,
68,fang_69,c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,1247.9979989623323,3.096213889,1247.9979989623323,3.096213889,3.096213889,fang_dataset,False,c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,
69,fang_70,COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,175.77999994487425,2.24496946,175.77999994487425,2.24496946,2.24496946,fang_dataset,False,COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,
70,fang_71,Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,
71,fang_72,OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,20.622000022751013,1.314330783,20.622000022751013,1.314330783,1.314330783,fang_dataset,False,OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,
72,fang_73,Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,
73,fang_74,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,19.125000007677613,1.281601444,19.125000007677613,1.281601444,1.281601444,fang_dataset,False,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3[O-])nn2)CC(C)(C)N1,
74,fang_75,Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,Cc1nnc(-c2ccc3occ(-c4ccc([S+](C)O)cc4)c3c2)o1,
75,fang_76,Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,373.3609999301527,2.572128951,373.3609999301527,2.572128951,2.572128951,fang_dataset,False,Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,
76,fang_77,O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,5.169999998881675,0.713490543,5.169999998881675,0.713490543,0.713490543,fang_dataset,False,O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,
77,fang_78,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,153.51949990476953,2.186163547,153.51949990476953,2.186163547,2.186163547,fang_dataset,False,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,
78,fang_79,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,11.874000011208675,1.074597045,11.874000011208675,1.074597045,1.074597045,fang_dataset,False,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,
79,fang_80,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,16.195999996405888,1.209407768,16.195999996405888,1.209407768,1.209407768,fang_dataset,False,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,
80,fang_81,CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,82.76300007223409,1.917836225,82.76300007223409,1.917836225,1.917836225,fang_dataset,False,CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,
81,fang_82,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,4.73900000328012,0.675686709,4.73900000328012,0.675686709,0.675686709,fang_dataset,False,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,
82,fang_83,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,7.1985000001972015,0.857242009,7.1985000001972015,0.857242009,0.857242009,fang_dataset,False,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,
83,fang_84,CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,47.47299996601559,1.676446677,47.47299996601559,1.676446677,1.676446677,fang_dataset,False,CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,
84,fang_85,NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,9.069000002140848,0.957559402,9.069000002140848,0.957559402,0.957559402,fang_dataset,False,NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,
85,fang_86,Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,31.905000003055346,1.503858749,31.905000003055346,1.503858749,1.503858749,fang_dataset,False,Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,
86,fang_87,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,15.034000003112896,1.177074546,15.034000003112896,1.177074546,1.177074546,fang_dataset,False,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,
87,fang_88,COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,99.744000092615,1.998886781,99.744000092615,1.998886781,1.998886781,fang_dataset,False,COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,
88,fang_89,CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,250.08200005433565,2.398082434,250.08200005433565,2.398082434,2.398082434,fang_dataset,False,CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,
