Unnamed: 0,mol_id,SMILES,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled,hlm_value_scaled_log10_low,hlm_value_scaled_log10_high,dataset,scaling_was_applied,SMILES_standardized,preprocess_reason
7297,CHEMBL436755,COC(=O)N[C@H](C(=O)NN(Cc1ccccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,527.0,2.722633922533812,,2.6470698522337863,2.7346046331444005,chembl_dataset,True,COC(=O)NC(C(=O)[N-]N(Cc1ccccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,
7298,CHEMBL371533,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)OC(C)(C)C)C1)N2,42.0,1.6334684555795864,,1.5596672783880576,1.645186389295188,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)OC(C)(C)C)C1)N2,
7299,CHEMBL202190,COC(=O)[C@H]1C[C@]2(CN1C(=O)OC(C)(C)C)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,18.0,1.2787536009528289,,1.207365037469072,1.2901236882743068,chembl_dataset,True,COC(=O)C1C[C@]2(CN1C(=O)OC(C)(C)C)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,
7300,CHEMBL372753,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)OC)C1)N2,38.0,1.591064607026499,,1.517459826540232,1.6027543071943169,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)OC)C1)N2,
7301,CHEMBL196912,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C(C)C)C(C)C)C1)N2,612.0,2.787460474518415,,2.7118746870223616,2.7994342917953103,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C(C)C)C(C)C)C1)N2,
7302,CHEMBL198526,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N3CCCCC3)C1)N2,152.0,2.184691430817599,,2.1095110522299323,2.196607224655813,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N3CCCCC3)C1)N2,
7303,CHEMBL198729,CCN(CC)C(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,92.0,1.968482948553935,,1.893650816985964,1.980348850684892,chembl_dataset,True,CCN(CC)C(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,
7304,CHEMBL199075,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)c3ccc(F)cc3F)C1)N2,97.0,1.9912260756924949,,1.9163486522754605,2.0030984691607303,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)c3ccc(F)cc3F)C1)N2,
7305,CHEMBL370575,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)c3ccccc3)C1)N2,144.0,2.161368002234975,,2.086217415693343,2.1732795296961247,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N(C)c3ccccc3)C1)N2,
7306,CHEMBL372187,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)Nc3ccccc3)C1)N2,19.0,1.3010299956639813,,1.229425847920695,1.3124312555887252,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)Nc3ccccc3)C1)N2,
7307,CHEMBL373029,CCNC(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,11.0,1.0791812460476249,,1.010299956639812,1.0901874875754207,chembl_dataset,True,CCNC(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,
7308,CHEMBL198536,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)C(C)(C)C)C1)N2,46.0,1.6720978579357175,,1.5981336458132378,1.6838392180954955,chembl_dataset,True,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)C(C)(C)C)C1)N2,
7309,CHEMBL197163,CCOC(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,24.0,1.3979400086720375,,1.3255156633631482,1.4094597040874477,chembl_dataset,True,CCOC(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C,
7310,CHEMBL206467,COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cccnc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,154.0,2.1903316981702914,,2.1151443517931066,2.2022484897841914,chembl_dataset,True,COC(=O)NC(C(=O)[N-]N(Cc1ccc(-c2cccnc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,
7311,CHEMBL381169,COC(=O)N[C@H](C(=O)NN(Cc1cccc(-c2cccnc2)c1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,190.0,2.281033367247728,,2.205745540942662,2.292964545382929,chembl_dataset,True,COC(=O)NC(C(=O)[N-]N(Cc1cccc(-c2cccnc2)c1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,
7312,CHEMBL207577,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,8.4,0.9731278535996988,,0.9061194575455616,0.9838607338326654,chembl_dataset,True,O=C([O-])c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,
7313,CHEMBL377852,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,1.6,0.414973347970818,,0.3699576073460531,0.4223928362273723,chembl_dataset,True,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)[O-])c1,
7314,CHEMBL377649,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,1.8,0.4471580313422192,,0.4000196350651585,0.4549058093429591,chembl_dataset,True,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)[O-])c1,
7315,CHEMBL383090,O=C(O)c1cccc(-n2cccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,1.5,0.3979400086720376,,0.3541084391474008,0.4051755462179893,chembl_dataset,True,O=C([O-])c1cccc(-n2cccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,
7316,CHEMBL207688,Cc1ccc(-c2cccc(C(=O)O)c2)n1-c1cc(Cl)ccc1OCc1ccccc1,7.9,0.9493900066449128,,0.8828659197216292,0.9600519785800484,chembl_dataset,True,Cc1ccc(-c2cccc(C(=O)[O-])c2)n1-c1cc(Cl)ccc1OCc1ccccc1,
7317,CHEMBL207293,O=C(O)c1cccc(-n2cncc2-c2cc(Cl)ccc2OCc2ccccc2)c1,0.96,0.292256071356476,,0.2568139245808926,0.2981716381658892,chembl_dataset,True,O=C([O-])c1cccc(-n2cncc2-c2cc(Cl)ccc2OCc2ccccc2)c1,
7318,CHEMBL209244,O=C(O)c1cccc(-c2ccncc2-c2cc(Cl)ccc2OCc2ccccc2)c1,1.4,0.380211241711606,,0.3376588910261423,0.3872474113573242,chembl_dataset,True,O=C([O-])c1cccc(-c2ccncc2-c2cc(Cl)ccc2OCc2ccccc2)c1,
