SMILES_standardized,hlm_value_scaled_log10_epsilon_deduplicated,n_reps,y_std,y_min,y_max
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,1.390935107103379,1,,1.390935107103379,1.390935107103379
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,1.6180480967120927,1,,1.6180480967120927,1.6180480967120927
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,1.4941545940184429,1,,1.4941545940184429,1.4941545940184429
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.3783979009481375,1,,1.3783979009481375,1.3783979009481375
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,2.2174839442139063,1,,2.2174839442139063,2.2174839442139063
C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,0.5797835966168101,1,,0.5797835966168101,0.5797835966168101
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,1.585990584,1,,1.585990584,1.585990584
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,1.710633471,1,,1.710633471,1.710633471
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,1.534026106056135,1,,1.534026106056135,1.534026106056135
C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,0.785329835010767,1,,0.785329835010767,0.785329835010767
C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,0.568201724066995,1,,0.568201724066995,0.568201724066995
C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,0.041392685158225,1,,0.041392685158225,0.041392685158225
C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,2.149834696715785,1,,2.149834696715785,2.149834696715785
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,1.403120521175818,1,,1.403120521175818,1.403120521175818
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,1.252853030979893,1,,1.252853030979893,1.252853030979893
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,0.8633228601204559,1,,0.8633228601204559,0.8633228601204559
C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.1172712956557642,1,,1.1172712956557642,1.1172712956557642
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,1.590016582,1,,1.590016582,1.590016582
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,1.261286665,1,,1.261286665,1.261286665
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c(Cl)cccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.5643109099606027,1,,1.5643109099606027,1.5643109099606027
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.52283531366053,1,,1.52283531366053,1.52283531366053
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(Cl)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,2.0071928235570407,1,,2.0071928235570407,2.0071928235570407
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(F)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.812913356642856,1,,1.812913356642856,1.812913356642856
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.823930455125564,1,,1.823930455125564,1.823930455125564
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccccn34)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.6020599913279625,1,,1.6020599913279625,1.6020599913279625
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.583538819254352,1,,1.583538819254352,1.583538819254352
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)nccc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,2.2218574354191367,1,,2.2218574354191367,2.2218574354191367
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[n-]1,1.619823500457278,1,,1.619823500457278,1.619823500457278
C/C(=N\[N-]C(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1,1.3484995702838376,1,,1.3484995702838376,1.3484995702838376
C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,-0.3381873144627387,1,,-0.3381873144627387,-0.3381873144627387
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)[nH]n2)CC1,1.715736003,1,,1.715736003,1.715736003
C/[NH+]=C(\NC#N)NCCSCc1nc[n-]c1C,0.675686709,1,,0.675686709,0.675686709
C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,1.631443769013172,1,,1.631443769013172,1.631443769013172
C1CCC(OCc2noc(C3CC3)n2)CC1,1.532053339,1,,1.532053339,1.532053339
C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,2.099414736,1,,2.099414736,2.099414736
C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,2.062852629,1,,2.062852629,2.062852629
C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,2.199618068,1,,2.199618068,2.199618068
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c([O-])cc(CCCCC)cc1O,2.590507462008583,1,,2.590507462008583,2.590507462008583
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c([O-])cc([Si](C)(C)CCCCCC)cc1O,1.7420177471401384,1,,1.7420177471401384,1.7420177471401384
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(C(=O)/C=C/c4ccc5c(c4)OCO5)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-1.2676062401770316,1,,-1.2676062401770316,-1.2676062401770316
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(CCCCC(=O)[O-])CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-2.677780705266081,1,,-2.677780705266081,-2.677780705266081
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,0.675686709,1,,0.675686709,0.675686709
C=CC(=O)N(C)C(=O)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,-1.408935392973501,1,,-1.408935392973501,-1.408935392973501
C=CC(=O)N(C)C12CCC(Oc3nc(-c4cnn(C)c4)cn4nccc34)(C1)C2,1.4313637641589874,1,,1.4313637641589874,1.4313637641589874
C=CC(=O)N(C)C12CCCC(Oc3nc(-c4cnn(C)c4)cn4nccc34)(C1)C2,2.1072099696478683,1,,2.1072099696478683,2.1072099696478683
C=CC(=O)N(C)CCOc1c(-c2ccc(CN3CCN(CC(C)C)CC3=O)c(C)c2)ccnc1N,2.523746466811565,1,,2.523746466811565,2.523746466811565
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.900254063495972,2,0.004010601469855658,1.89741814,1.9030899869919435
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1ccc(CN2CCN(CC(C)C)CC2=O)c(C)c1,1.8195439355418688,1,,1.8195439355418688,1.8195439355418688
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(C(C)C)CC2=O)c(C)c1,2.130333768495006,1,,2.130333768495006,2.130333768495006
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(C)CC2=O)c(C)c1,1.977723605288848,1,,1.977723605288848,1.977723605288848
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(CC(C)(C)C)CC2=O)c(C)c1,2.907948521612272,1,,2.907948521612272,2.907948521612272
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(CC(C)C)CC2=O)c(C)c1,2.801403710017355,1,,2.801403710017355,2.801403710017355
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(CC)CC2=O)c(C)c1,2.0530784434834195,1,,2.0530784434834195,2.0530784434834195
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(CC3CCC3)CC2=O)c(C)c1,2.836324115706752,1,,2.836324115706752,2.836324115706752
C=CC(=O)N(C)CCOc1cnccc1-c1ccc(CN2CCN(CCC)CC2=O)c(C)c1,2.456366033129043,1,,2.456366033129043,2.456366033129043
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(C3CCOC3)CC2=O)c(F)c1,1.9084850188786493,1,,1.9084850188786493,1.9084850188786493
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(C)(C)C)CC2=O)c(C)c1,3.1367205671564067,1,,3.1367205671564067,3.1367205671564067
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(C)(C)C)CC2=O)c(F)c1,2.907948521612272,1,,2.907948521612272,2.907948521612272
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(C)(C)C)CC2=O)cc1,2.431363764158988,1,,2.431363764158988,2.431363764158988
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(C)C)CC2=O)c(C)c1,2.64738297011462,1,,2.64738297011462,2.64738297011462
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC(F)(F)F)CC2=O)c(C)c1,2.499687082618404,1,,2.499687082618404,2.499687082618404
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3(C)CC3)CC2=O)c(C)c1,2.747411807886423,1,,2.747411807886423,2.747411807886423
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3CCC3)CC2=O)c(C)c1,2.584331224367531,1,,2.584331224367531,2.584331224367531
C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,-0.5114492834995558,1,,-0.5114492834995558,-0.5114492834995558
C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,-0.5985994592184559,1,,-0.5985994592184559,-0.5985994592184559
C=CC(=O)N(C)[C@H]1CCC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.6434526764861874,1,,1.6434526764861874,1.6434526764861874
C=CC(=O)N(C)[C@H]1CC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.5314789170422551,1,,1.5314789170422551,1.5314789170422551
C=CC(=O)N(C)[C@H]1CC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)CC1,1.255272505103306,1,,1.255272505103306,1.255272505103306
C=CC(=O)N(C)[C@H]1C[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.0413926851582251,1,,1.0413926851582251,1.0413926851582251
C=CC(=O)N(C)[C@H]1C[C@@](C)(Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.57978359661681,1,,1.57978359661681,1.57978359661681
C=CC(=O)N(C)[C@H]1C[C@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.0791812460476249,1,,1.0791812460476249,1.0791812460476249
C=CC(=O)N(C)[C@]1(C)C[C@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.1760912590556811,1,,1.1760912590556811,1.1760912590556811
C=CC(=O)N1CC(O)(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,-2.5228787452803374,1,,-2.5228787452803374,-2.5228787452803374
C=CC(=O)N1CC2(CCN(c3nc(OC4CCN(C)CC4)nc4c(F)c(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)CC2)C1,1.5440680443502757,1,,1.5440680443502757,1.5440680443502757
C=CC(=O)N1CC2(CCN(c3nc(OC4CCN(C)CC4)nc4c(OCC)c(-c5c(C)ccc6[nH]ncc56)c(C=C)cc34)CC2)C1,2.113943352306837,1,,2.113943352306837,2.113943352306837
C=CC(=O)N1CC2(CCN(c3nc(OC4CCN(CC)CC4)nc4c(F)c(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)CC2)C1,1.568201724066995,1,,1.568201724066995,1.568201724066995
C=CC(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,-0.1804560644581313,1,,-0.1804560644581313,-0.1804560644581313
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,2.282135893,1,,2.282135893,2.282135893
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.761739954,1,,1.761739954,1.761739954
C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,-0.9546770212133424,1,,-0.9546770212133424,-0.9546770212133424
C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,-0.8996294548824371,1,,-0.8996294548824371,-0.8996294548824371
C=CC(=O)N1CCCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,-0.2196826878598487,1,,-0.2196826878598487,-0.2196826878598487
C=CC(=O)N1CCC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,1.230448921378274,1,,1.230448921378274,1.230448921378274
C=CC(=O)N1CCC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)CC1,1.8704039052790271,1,,1.8704039052790271,1.8704039052790271
C=CC(=O)N1CCC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)[C@@H](F)C1,1.792391689498254,1,,1.792391689498254,1.792391689498254
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.7565,1,,2.7565,2.7565
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.219660482,1,,2.219660482,2.219660482
C=CC(=O)N1CC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,0.912753303671323,1,,0.912753303671323,0.912753303671323
C=CC(=O)N1CC[C@@H]2[C@H]1C[C@]2(C)Oc1nc(-c2cnn(C)c2)cn2nccc12,1.5563025007672873,1,,1.5563025007672873,1.5563025007672873
C=CC(=O)N1CC[C@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)[C@@H](F)CC1,2.123851640967086,1,,2.123851640967086,2.123851640967086
C=CC(=O)N1CC[C@H]2[C@@H](Oc3nc(-c4cnn(C)c4)cn4nccc34)C[C@H]21,1.0791812460476249,1,,1.0791812460476249,1.0791812460476249
C=CC(=O)N1C[C@@H]2C[C@@H](Oc3nc(-c4cnn(C)c4)cn4nccc34)[C@@H]2C1,1.3617278360175928,1,,1.3617278360175928,1.3617278360175928
C=CC(=O)N1C[C@@H]2[C@@H](COc3nc(-c4cnn(C)c4)cn4nccc34)[C@@H]2C1,1.380211241711606,1,,1.380211241711606,1.380211241711606
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.675686709,1,,0.675686709,0.675686709
C=CC(=O)N1C[C@H]2C[C@@H](Oc3nc(-c4cnn(C)c4)cn4nccc34)C[C@@H]1C2,2.130333768495006,1,,2.130333768495006,2.130333768495006
C=CC(=O)N1C[C@H]2C[C@](C)(Oc3nc(-c4cnn(C)c4)cn4nccc34)[C@H]2C1,0.9542425094393248,1,,0.9542425094393248,0.9542425094393248
C=CC(=O)N[C@H]1CCCC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.187520720836463,1,,2.187520720836463,2.187520720836463
C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,1.662757831681574,1,,1.662757831681574,1.662757831681574
C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,1.255272505103306,1,,1.255272505103306,1.255272505103306
C=CC(=O)Nc1cc(N2CCN(C(C)=O)CC2)cc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.423245873936808,1,,2.423245873936808,2.423245873936808
C=CC(=O)Nc1cc(N2CCN(CC)CC2)cc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.0791812460476247,1,,2.0791812460476247,2.0791812460476247
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1.3304137733491908,1,,1.3304137733491908,1.3304137733491908
C=CC(=O)Nc1ccc(Cn2cnc3c(-c4cc(OC)cc(OC)c4)ncnc32)cc1,1.623352681537992,1,,1.623352681537992,1.623352681537992
C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.2174839442139063,1,,2.2174839442139063,2.2174839442139063
C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1.6127838567197357,1,,1.6127838567197357,1.6127838567197357
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccc(F)cc23)c1,1.1072099696478683,1,,1.1072099696478683,1.1072099696478683
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.506071875,1,,1.506071875,1.506071875
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.822599543,1,,1.822599543,1.822599543
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.427680816,1,,1.427680816,1.427680816
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.209407768,1,,1.209407768,1.209407768
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.990827051,1,,0.990827051,0.990827051
C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,1.4925369,1,,1.4925369,1.4925369
C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,2.273702525,1,,2.273702525,2.273702525
C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,1.884631128,1,,1.884631128,1.884631128
C=CCNC(=S)/N=c1/sc2ccccc2n1C,2.528273777167044,1,,2.528273777167044,2.528273777167044
C=CCNc1c(O)cc2c(O)c1C=C(C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)N2,2.688916129,1,,2.688916129,2.688916129
C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1,1.113575717,1,,1.113575717,1.113575717
C=CC[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21C)C1=C(CC3)CC(=O)CC1,1.764728927,1,,1.764728927,1.764728927
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,1.515038878,1,,1.515038878,1.515038878
C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,1.1139433523068367,1,,1.1139433523068367,1.1139433523068367
C=CCn1cc(CNCc2csc3ccc(Cl)cc23)c(C)n1,2.540827314,1,,2.540827314,2.540827314
C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,1.439837761,1,,1.439837761,1.439837761
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.162862993321926,1,,3.162862993321926,3.162862993321926
C=C[C@]1(C)C[C@@H](OC(=O)Cn2cc(-c3ccc(Cn4cnc5c(N)ncnc54)c([O-])c3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.723291446477584,1,,3.723291446477584,3.723291446477584
C=C[C@]1(C)C[C@@H](OC(=O)Cn2cc(-c3ccc(Cn4cnc5c(N)ncnc54)cc3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.7062055418819706,1,,3.7062055418819706,3.7062055418819706
C=C[C@]1(C)C[C@@H](OC(=O)Cn2cc(-c3ccc(Cn4cnc5c(N)ncnc54)nc3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.5100085129402347,1,,3.5100085129402347,3.5100085129402347
C=C[C@]1(C)C[C@@H](OC(=O)Cn2cc(-c3ccc(Cn4cnc5c(N6CCN(C)CC6)ncnc54)cc3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.646207612206685,1,,3.646207612206685,3.646207612206685
C=C[C@]1(C)C[C@@H](OC(=O)Cn2cc(-c3ccc(Cn4cnc5c(N6CCNCC6)ncnc54)nc3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.232487866352986,1,,3.232487866352986,3.232487866352986
C=Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,0.8061799739838872,1,,0.8061799739838872,0.8061799739838872
C=Cc1cncc(OC2CCN(C(=O)c3[nH]nc4cccnc34)CC2)c1,0.8692317197309762,1,,0.8692317197309762,0.8692317197309762
C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,0.8573324964312685,1,,0.8573324964312685,0.8573324964312685
C=Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,1.4593924877592308,1,,1.4593924877592308,1.4593924877592308
C=c1c(NC(=O)CCN2CCCC2)c[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,0.920123326290724,1,,0.920123326290724,0.920123326290724
C=c1c(NC(=O)CN2CCN(CC3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)[N-]C4=O)C5=O)CC3)CC2)c[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,1.3636119798921444,1,,1.3636119798921444,1.3636119798921444
C=c1cc2/c(=C/c3ccc(CO)n3-c3ccc(C(=O)OCC)cc3)oc(O)c2c(=O)[n-]1,-1.2613779720820577,1,,-1.2613779720820577,-1.2613779720820577
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1.868620931,1,,1.868620931,1.868620931
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.329092647,1,,1.329092647,1.329092647
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.620136055,1,,1.620136055,1.620136055
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,1.397348966,1,,1.397348966,1.397348966
CC#CCCNC(=O)c1cccnc1C,0.675686709,1,,0.675686709,0.675686709
CC#CCNc1ccc(-n2cnnn2)c(C)c1,1.323417121,1,,1.323417121,1.323417121
CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,0.869173027,1,,0.869173027,0.869173027
CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.2430380486862944,1,,1.2430380486862944,1.2430380486862944
CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,1.2253092817258628,1,,1.2253092817258628,1.2253092817258628
