Unnamed: 0,mol_id,SMILES,hlm_value_unscaled,hlm_value_unscaled_log1p,hlm_value_scaled,hlm_value_scaled_log1p,dataset,scaling_was_applied,SMILES_standardized,SMILES_std_reason
3504,E-0010059,CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,9.1,2.312535423847214,9.1,2.312535423847214,openadmet_expansion_train,False,CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,
3505,E-0010060,O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[nH]2)c1)Nc1ccc2nnsc2c1,54.4,4.014579593753238,54.4,4.014579593753238,openadmet_expansion_train,False,O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[n-]2)c1)Nc1ccc2nnsc2c1,
3506,E-0010071,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,173.4,5.161351511474879,173.4,5.161351511474879,openadmet_expansion_train,False,COc1ccc2[nH]c(-c3ccc(-c4nc5ccc(OCCCNC(=[NH2+])N(C)C)cc5[n-]4)cc3)nc2c1,
3507,E-0010120,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,15.8,2.8213788864092133,15.8,2.8213788864092133,openadmet_expansion_train,False,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,
3508,E-0010121,NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,123.2,4.821893169499378,123.2,4.821893169499378,openadmet_expansion_train,False,NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,
3509,E-0010358,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,10.7,2.4595888418037104,10.7,2.4595888418037104,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,
3510,E-0010362,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,10.7,2.4595888418037104,10.7,2.4595888418037104,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,
3511,E-0010455,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,46.2,3.8543938925915096,46.2,3.8543938925915096,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,
3512,E-0010559,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,48.9,3.910021002757473,48.9,3.910021002757473,openadmet_expansion_train,False,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3513,E-0010562,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,12.6,2.6100697927420065,12.6,2.6100697927420065,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,
3514,E-0010567,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,13.6,2.681021528714291,13.6,2.681021528714291,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,
3515,E-0010569,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,17.6,2.923161580719156,17.6,2.923161580719156,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,
3516,E-0010578,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,12.7,2.617395832834079,12.7,2.617395832834079,openadmet_expansion_train,False,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3517,E-0010584,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,90.7,4.51852237926242,90.7,4.51852237926242,openadmet_expansion_train,False,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,
3518,E-0010600,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,112.1,4.728272383122075,112.1,4.728272383122075,openadmet_expansion_train,False,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,
3519,E-0010607,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,18.7,2.9806186357439426,18.7,2.9806186357439426,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3c(OCC4=[NH+]CCN4)cccc3n(C)c12,
3520,E-0010625,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,65.7,4.200204952921578,65.7,4.200204952921578,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,
3521,E-0010662,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,29.0,3.4011973816621555,29.0,3.4011973816621555,openadmet_expansion_train,False,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,
3522,E-0010676,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,45.5,3.8394523125933104,45.5,3.8394523125933104,openadmet_expansion_train,False,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,
3523,E-0010690,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,73.4,4.309455941839047,73.4,4.309455941839047,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,
3524,E-0010691,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,41.1,3.740047740688336,41.1,3.740047740688336,openadmet_expansion_train,False,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3525,E-0010712,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,16.4,2.856470206220483,16.4,2.856470206220483,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,
3526,E-0010713,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,40.0,3.713572066704308,40.0,3.713572066704308,openadmet_expansion_train,False,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3527,E-0010727,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,11.7,2.5416019934645457,11.7,2.5416019934645457,openadmet_expansion_train,False,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,
3528,E-0010730,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,15.6,2.8094026953624978,15.6,2.8094026953624978,openadmet_expansion_train,False,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,
3529,E-0010733,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,33.0,3.5263605246161616,33.0,3.5263605246161616,openadmet_expansion_train,False,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,
3530,E-0010734,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,21.5,3.1135153092103742,21.5,3.1135153092103742,openadmet_expansion_train,False,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,
3531,E-0010736,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,18.4,2.9652730660692823,18.4,2.9652730660692823,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,
3532,E-0010737,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,26.6,3.317815772723105,26.6,3.317815772723105,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,
3533,E-0010738,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,13.2,2.653241964607215,13.2,2.653241964607215,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,
3534,E-0010739,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,20.6,3.0726933146901194,20.6,3.0726933146901194,openadmet_expansion_train,False,Cc1c2c(cc3c4cc(OCC5=[NH+]CCN5)ccc4n(C)c13)C(=O)NCC2,
3535,E-0010754,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,19.5,3.0204248861443626,19.5,3.0204248861443626,openadmet_expansion_train,False,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,
3536,E-0010765,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,22.7,3.1654750481410856,22.7,3.1654750481410856,openadmet_expansion_train,False,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,
3537,E-0010767,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,11.2,2.501435951739211,11.2,2.501435951739211,openadmet_expansion_train,False,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,
3538,E-0010768,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,136.7,4.925077405734609,136.7,4.925077405734609,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,
3539,E-0010772,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,27.9,3.3638415951183864,27.9,3.3638415951183864,openadmet_expansion_train,False,Cn1c2ccc(OCC3=[NH+]CCN3)cc2c2cc3ccncc3nc21,
3540,E-0010776,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,20.0,3.044522437723423,20.0,3.044522437723423,openadmet_expansion_train,False,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,
3541,E-0010812,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,12.9,2.631888840136646,12.9,2.631888840136646,openadmet_expansion_train,False,Cc1c2c(cc3c4cc(OCC5=[NH+]CCN5)ccc4n(C)c13)C(=O)N(C)CC2,
3542,E-0010922,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,12.6,2.6100697927420065,12.6,2.6100697927420065,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCC4=[NH+]CCN4)cc(F)c3n(C)c12,
3543,E-0010975,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,24.7,3.246490991901174,24.7,3.246490991901174,openadmet_expansion_train,False,CCn1c2ccc(OCC3=[NH+]CCN3)cc2c2cc3cnccc3cc21,
3544,E-0010994,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,15.7,2.815408719422709,15.7,2.815408719422709,openadmet_expansion_train,False,Cn1c2ccc(OCC(N)=[NH2+])cc2c2cc3ncccc3cc21,
3545,E-0011026,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,104.8,4.661550519424199,104.8,4.661550519424199,openadmet_expansion_train,False,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,
3546,E-0011079,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,22.8,3.169685580677429,22.8,3.169685580677429,openadmet_expansion_train,False,c1cc2cc3[nH]c4ccc(OCC5=[NH+]CCN5)cc4c3cc2cn1,
3547,E-0011083,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,25.4,3.2733640101522705,25.4,3.2733640101522705,openadmet_expansion_train,False,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,
3548,E-0011122,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,13.5,2.6741486494265287,13.5,2.6741486494265287,openadmet_expansion_train,False,NC(=O)Cn1c(O)cc2ccc(-c3ccccc3)cc21,
3549,E-0011133,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,20.6,3.0726933146901194,20.6,3.0726933146901194,openadmet_expansion_train,False,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,
3550,E-0011137,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,19.9,3.039749158970765,19.9,3.039749158970765,openadmet_expansion_train,False,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,
3551,E-0011166,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,33.4,3.5380565643793527,33.4,3.5380565643793527,openadmet_expansion_train,False,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,
3552,E-0011190,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,14.0,2.70805020110221,14.0,2.70805020110221,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,
3553,E-0011191,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,22.0,3.1354942159291497,22.0,3.1354942159291497,openadmet_expansion_train,False,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,
3554,E-0011195,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,9.6,2.360854001118021,9.6,2.360854001118021,openadmet_expansion_train,False,NC(=O)CCn1c(O)cc2c3ccccc3ccc21,
3555,E-0011210,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,17.1,2.89591193827178,17.1,2.89591193827178,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,
3556,E-0011211,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,148.1,5.004617221770693,148.1,5.004617221770693,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,
3557,E-0011214,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,30.8,3.459466289786131,30.8,3.459466289786131,openadmet_expansion_train,False,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3558,E-0011215,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,20.4,3.0633909220278057,20.4,3.0633909220278057,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,
3559,E-0011216,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,44.2,3.8110970868381857,44.2,3.8110970868381857,openadmet_expansion_train,False,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,
3560,E-0011225,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,15.3,2.791165107812717,15.3,2.791165107812717,openadmet_expansion_train,False,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,
3561,E-0011232,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,15.4,2.797281334830153,15.4,2.797281334830153,openadmet_expansion_train,False,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3562,E-0011233,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,17.1,2.89591193827178,17.1,2.89591193827178,openadmet_expansion_train,False,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3563,E-0011234,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,54.2,4.01096295328305,54.2,4.01096295328305,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,
3564,E-0011236,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,16.0,2.833213344056216,16.0,2.833213344056216,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,
3565,E-0011240,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,27.9,3.3638415951183864,27.9,3.3638415951183864,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,
3566,E-0011242,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,16.0,2.833213344056216,16.0,2.833213344056216,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,
3567,E-0011246,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,77.6,4.364371699435161,77.6,4.364371699435161,openadmet_expansion_train,False,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,
3568,E-0011248,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,19.6,3.025291075795536,19.6,3.025291075795536,openadmet_expansion_train,False,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,
3569,E-0011249,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,10.4,2.4336133554004498,10.4,2.4336133554004498,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,
3570,E-0011250,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,42.2,3.765840495250065,42.2,3.765840495250065,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,
3571,E-0011251,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,28.2,3.374168709274236,28.2,3.374168709274236,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,
3572,E-0011252,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,39.2,3.693866995624976,39.2,3.693866995624976,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,
3573,E-0011253,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,16.8,2.87919845729804,16.8,2.87919845729804,openadmet_expansion_train,False,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,
3574,E-0011255,COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,92.3,4.535820107853298,92.3,4.535820107853298,openadmet_expansion_train,False,COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,
3575,E-0011256,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,23.2,3.186352633162641,23.2,3.186352633162641,openadmet_expansion_train,False,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,
3576,E-0011261,Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,22.3,3.1484533605716547,22.3,3.1484533605716547,openadmet_expansion_train,False,Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,
3577,E-0011262,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,35.7,3.6027767550605247,35.7,3.6027767550605247,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,
3578,E-0011263,Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,34.2,3.561046082604052,34.2,3.561046082604052,openadmet_expansion_train,False,Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,
3579,E-0011264,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,41.7,3.754198920234579,41.7,3.754198920234579,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,
3580,E-0011265,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,11.3,2.509599262378372,11.3,2.509599262378372,openadmet_expansion_train,False,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,
3581,E-0011266,Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,44.2,3.8110970868381857,44.2,3.8110970868381857,openadmet_expansion_train,False,Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,
3582,E-0011271,Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,8.7,2.272125885509337,8.7,2.272125885509337,openadmet_expansion_train,False,Cc1c2ccccc2cc2c3cc(OCC4=[NH+]CCN4)ccc3n(C)c12,
3583,E-0011277,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,12.2,2.580216829592325,12.2,2.580216829592325,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,
3584,E-0011279,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,11.3,2.509599262378372,11.3,2.509599262378372,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,
3585,E-0011280,Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,120.4,4.799090878625398,120.4,4.799090878625398,openadmet_expansion_train,False,Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,
3586,E-0011282,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,17.6,2.923161580719156,17.6,2.923161580719156,openadmet_expansion_train,False,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,
3587,E-0011283,CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,10.1,2.4069451083182885,10.1,2.4069451083182885,openadmet_expansion_train,False,CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,
3588,E-0011285,Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,16.9,2.884800712846709,16.9,2.884800712846709,openadmet_expansion_train,False,Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,
