SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log10_epsilon_deduplicated,n_reps,y_std,y_min,y_max
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011834,openadmet_expansion_train,2.2174839442139063,1,,2.2174839442139063,2.2174839442139063
C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,E-0016139,openadmet_expansion_train,0.5797835966168101,1,,0.5797835966168101,0.5797835966168101
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,openadmet_expansion_train,1.534026106056135,1,,1.534026106056135,1.534026106056135
C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017565,openadmet_expansion_train,0.785329835010767,1,,0.785329835010767,0.785329835010767
C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017351,openadmet_expansion_train,0.568201724066995,1,,0.568201724066995,0.568201724066995
C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,E-0017357,openadmet_expansion_train,0.041392685158225,1,,0.041392685158225,0.041392685158225
C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,E-0017355,openadmet_expansion_train,2.149834696715785,1,,2.149834696715785,2.149834696715785
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,E-0017256,openadmet_expansion_train,1.403120521175818,1,,1.403120521175818,1.403120521175818
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,E-0017254,openadmet_expansion_train,1.252853030979893,1,,1.252853030979893,1.252853030979893
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016669,openadmet_expansion_train,0.8633228601204559,1,,0.8633228601204559,0.8633228601204559
C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015606,openadmet_expansion_train,1.1172712956557642,1,,1.1172712956557642,1.1172712956557642
C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,E-0017147,openadmet_expansion_train,1.631443769013172,1,,1.631443769013172,1.631443769013172
C=Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,C=Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017414,openadmet_expansion_train,0.8061799739838872,1,,0.8061799739838872,0.8061799739838872
C=Cc1cncc(OC2CCN(C(=O)c3[nH]nc4cccnc34)CC2)c1,C=Cc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,E-0014673,openadmet_expansion_train,0.8692317197309762,1,,0.8692317197309762,0.8692317197309762
C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016735,openadmet_expansion_train,0.8573324964312685,1,,0.8573324964312685,0.8573324964312685
CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015601,openadmet_expansion_train,1.2430380486862944,1,,1.2430380486862944,1.2430380486862944
CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,E-0017360,openadmet_expansion_train,1.2253092817258628,1,,1.2253092817258628,1.2253092817258628
CC#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,CC#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017356,openadmet_expansion_train,0.9294189257142929,1,,0.9294189257142929,0.9294189257142929
CC#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,CC#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0017257,openadmet_expansion_train,1.3159703454569178,1,,1.3159703454569178,1.3159703454569178
CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016489,openadmet_expansion_train,0.9542425094393248,1,,0.9542425094393248,0.9542425094393248
CC(=O)N1CC(COc2cnn(-c3ccc4ccncc4c3)c2)C1,CC(=O)N1CC(COc2cnn(-c3ccc4ccncc4c3)c2)C1,E-0015637,openadmet_expansion_train,0.8325089127062363,1,,0.8325089127062363,0.8325089127062363
CC(=O)N1CCC(OC2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,CC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014127,openadmet_expansion_train,0.8325089127062363,1,,0.8325089127062363,0.8325089127062363
CC(=O)N1CCN(C(=O)c2[nH]ncc2-c2ccc3ncsc3c2)CC1,CC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014242,openadmet_expansion_train,0.724275869600789,1,,0.724275869600789,0.724275869600789
CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,E-0016462,openadmet_expansion_train,0.9637878273455552,1,,0.9637878273455552,0.9637878273455552
CC(=O)N1CCN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)CC1,CC(=O)N1CCN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)CC1,E-0015548,openadmet_expansion_train,1.7185016888672742,1,,1.7185016888672742,1.7185016888672742
CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016106,openadmet_expansion_train,0.146128035678238,1,,0.146128035678238,0.146128035678238
CC(=O)NC1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,CC(=O)NC1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,E-0017259,openadmet_expansion_train,-0.1549019599857432,1,,-0.1549019599857432,-0.1549019599857432
CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016615,openadmet_expansion_train,1.64738297011462,1,,1.64738297011462,1.64738297011462
CC(=O)NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,CC(=O)NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014105,openadmet_expansion_train,0.6901960800285137,1,,0.6901960800285137,0.6901960800285137
CC(=O)NCCOc1ccc(-c2cc(C)c3ccncc3c2)cc1,CC(=O)NCCOc1ccc(-c2cc(C)c3ccncc3c2)cc1,E-0015385,openadmet_expansion_train,1.3944516808262162,1,,1.3944516808262162,1.3944516808262162
CC(=O)NCCOc1ccc(-c2cc(C)cc3cnccc23)cc1,CC(=O)NCCOc1ccc(-c2cc(C)cc3cnccc23)cc1,E-0015443,openadmet_expansion_train,1.4265112613645752,1,,1.4265112613645752,1.4265112613645752
CC(=O)NCCOc1cnn(-c2ccc3ccncc3c2)c1,CC(=O)NCCOc1cnn(-c2ccc3ccncc3c2)c1,E-0015595,openadmet_expansion_train,0.8808135922807914,1,,0.8808135922807914,0.8808135922807914
CC(=O)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,CC(=O)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014103,openadmet_expansion_train,0.3222192947339193,1,,0.3222192947339193,0.3222192947339193
CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014911,openadmet_expansion_train,0.9542425094393248,1,,0.9542425094393248,0.9542425094393248
CC(=O)N[C@@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,CC(=O)N[C@@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,E-0014027,openadmet_expansion_train,1.546542663478131,1,,1.546542663478131,1.546542663478131
CC(=O)N[C@@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,CC(=O)N[C@@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0013914,openadmet_expansion_train,1.3944516808262162,1,,1.3944516808262162,1.3944516808262162
CC(=O)N[C@@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,E-0014718,openadmet_expansion_train,1.0253058652647702,1,,1.0253058652647702,1.0253058652647702
CC(=O)N[C@@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014720,openadmet_expansion_train,1.0718820073061257,1,,1.0718820073061257,1.0718820073061257
CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011214,openadmet_expansion_train,1.4885507165004443,1,,1.4885507165004443,1.4885507165004443
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,E-0014797,openadmet_expansion_train,0.8260748027008264,1,,0.8260748027008264,0.8260748027008264
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCNC3=O,CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCNC3=O,E-0014726,openadmet_expansion_train,-1.0,1,,-1.0,-1.0
CC(=O)N[C@@H](C)COc1cccc(-c2cc(C)c3ccncc3c2)c1,CC(=O)N[C@@H](C)COc1cccc(-c2cc(C)c3ccncc3c2)c1,E-0015208,openadmet_expansion_train,1.657055852857104,1,,1.657055852857104,1.657055852857104
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0013917,openadmet_expansion_train,1.8280150642239767,1,,1.8280150642239767,1.8280150642239767
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,E-0013962,openadmet_expansion_train,1.9786369483844743,1,,1.9786369483844743,1.9786369483844743
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CO3)c1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CO3)c1,E-0015093,openadmet_expansion_train,1.2068258760318498,1,,1.2068258760318498,1.2068258760318498
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,E-0013878,openadmet_expansion_train,1.7965743332104296,1,,1.7965743332104296,1.7965743332104296
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,E-0013913,openadmet_expansion_train,1.9294189257142929,1,,1.9294189257142929,1.9294189257142929
CC(=O)N[C@H](C)CCOc1cccc(-c2cc(C)c3ccncc3c2)c1,CC(=O)N[C@H](C)CCOc1cccc(-c2cc(C)c3ccncc3c2)c1,E-0015288,openadmet_expansion_train,2.020775488193558,1,,2.020775488193558,2.020775488193558
CC(=O)N[C@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,CC(=O)N[C@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,E-0014020,openadmet_expansion_train,1.7944880466591695,1,,1.7944880466591695,1.7944880466591695
CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0014375,openadmet_expansion_train,1.5634810853944108,1,,1.5634810853944108,1.5634810853944108
CC(=O)N[C@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@H](C)COc1ccc(N)c(-c2cc(-c3ccncc3)ccn2)c1,E-0014721,openadmet_expansion_train,1.212187604403958,1,,1.212187604403958,1.212187604403958
CC(=O)N[C@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,CC(=O)N[C@H](C)COc1ccc([N+](=O)[O-])c(-c2cc(-c3ccncc3)ccn2)c1,E-0014723,openadmet_expansion_train,1.7331972651065697,1,,1.7331972651065697,1.7331972651065697
CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014374,openadmet_expansion_train,1.209515014542631,1,,1.209515014542631,1.209515014542631
CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,E-0013999,openadmet_expansion_train,1.797959643737196,1,,1.797959643737196,1.797959643737196
CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)c1,E-0014283,openadmet_expansion_train,1.6998377258672457,1,,1.6998377258672457,1.6998377258672457
CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,CC(=O)N[C@H](C)COc1cccc(-c2ccc3cnccc3c2)n1,E-0014261,openadmet_expansion_train,1.9185545305502736,1,,1.9185545305502736,1.9185545305502736
CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc2c1C,CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc2c1C,E-0019106,openadmet_expansion_train,1.6148972160331343,1,,1.6148972160331343,1.6148972160331343
CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,CC(=O)Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,E-0018827,openadmet_expansion_train,1.2174839442139065,1,,1.2174839442139065,1.2174839442139065
CC(=O)Nc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,CC(=O)Nc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,E-0014496,openadmet_expansion_train,1.9595183769729985,1,,1.9595183769729985,1.9595183769729985
CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015978,openadmet_expansion_train,0.9637878273455552,1,,0.9637878273455552,0.9637878273455552
CC(=O)Nc1ccc(Nc2cc(N)n3nccc3n2)cc1,CC(=O)Nc1ccc(Nc2cc(N)n3nccc3n2)cc1,E-0012210,openadmet_expansion_train,0.9822712330395684,1,,0.9822712330395684,0.9822712330395684
CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0013515,openadmet_expansion_train,1.9703468762300933,1,,1.9703468762300933,1.9703468762300933
CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,E-0011932,openadmet_expansion_train,0.7708520116421442,1,,0.7708520116421442,0.7708520116421442
CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0011943,openadmet_expansion_train,1.802773725291976,1,,1.802773725291976,1.802773725291976
CC(=O)Nc1cccc(Nc2cc(-c3cccc(F)c3)ccn2)n1,CC(=O)Nc1cccc(Nc2cc(-c3cccc(F)c3)ccn2)n1,E-0014498,openadmet_expansion_train,1.829946695941636,1,,1.829946695941636,1.829946695941636
CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,E-0014554,openadmet_expansion_train,1.5563025007672873,1,,1.5563025007672873,1.5563025007672873
CC(=O)Nc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,CC(=O)Nc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,E-0014497,openadmet_expansion_train,1.790988475088816,1,,1.790988475088816,1.790988475088816
CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014033,openadmet_expansion_train,1.5289167002776547,1,,1.5289167002776547,1.5289167002776547
CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)n1,CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)n1,E-0014553,openadmet_expansion_train,1.510545010206612,1,,1.510545010206612,1.510545010206612
CC(=O)Nc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,CC(=O)Nc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,E-0014494,openadmet_expansion_train,2.1231980750319988,1,,2.1231980750319988,2.1231980750319988
CC(=O)Nc1cncc(Nc2cccc(-c3cccnc3)n2)c1,CC(=O)Nc1cncc(Nc2cccc(-c3cccnc3)n2)c1,E-0014495,openadmet_expansion_train,1.845098040014257,1,,1.845098040014257,1.845098040014257
CC(=O)c1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,CC(=O)c1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017413,openadmet_expansion_train,0.380211241711606,1,,0.380211241711606,0.380211241711606
CC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0013985,openadmet_expansion_train,0.9030899869919436,1,,0.9030899869919436,0.9030899869919436
CC(C(N)=O)n1cc(N(C)c2cccc(-c3cccc(S(C)(=O)=O)c3)n2)cn1,CC(C(N)=O)n1cc(N(C)c2cccc(-c3cccc(S(C)(=O)=O)c3)n2)cn1,E-0014254,openadmet_expansion_train,0.9242792860618816,1,,0.9242792860618816,0.9242792860618816
CC(C)(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(C)(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0013984,openadmet_expansion_train,0.919078092376074,1,,0.919078092376074,0.919078092376074
CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013618,openadmet_expansion_train,3.2969502395366392,1,,3.2969502395366392,3.2969502395366392
CC(C)(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,CC(C)(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,E-0015755,openadmet_expansion_train,0.724275869600789,1,,0.724275869600789,0.724275869600789
CC(C)(Nc1cc(-c2ccccc2)[n-]c(=O)n1)c1ccccc1,CC(C)(Nc1cc(-c2ccccc2)[nH]c(=O)n1)c1ccccc1,E-0012188,openadmet_expansion_train,-0.6989700043360187,1,,-0.6989700043360187,-0.6989700043360187
CC(C)(O)COC1CCN(C(=O)c2[nH]ncc2-c2ccc3ncsc3c2)CC1,CC(C)(O)COC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014448,openadmet_expansion_train,0.7558748556724915,1,,0.7558748556724915,0.7558748556724915
CC(C)C#Cc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,CC(C)C#Cc1cn[nH]c1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013818,openadmet_expansion_train,1.7558748556724917,1,,1.7558748556724917,1.7558748556724917
CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014382,openadmet_expansion_train,1.7234556720351857,1,,1.7234556720351857,1.7234556720351857
CC(C)COc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,CC(C)COc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0013775,openadmet_expansion_train,1.7084209001347128,1,,1.7084209001347128,1.7084209001347128
CC(C)COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,CC(C)COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013738,openadmet_expansion_train,1.841359470454855,1,,1.841359470454855,1.841359470454855
CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016184,openadmet_expansion_train,1.0170333392987805,1,,1.0170333392987805,1.0170333392987805
CC(C)N(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,CC(C)N(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0015068,openadmet_expansion_train,0.6334684555795865,1,,0.6334684555795865,0.6334684555795865
CC(C)N(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,CC(C)N(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014323,openadmet_expansion_train,0.8450980400142568,1,,0.8450980400142568,0.8450980400142568
CC(C)N(CCn1ccc2c([nH]c3cc(F)ccc32)c1=O)C(C)C,CC(C)N(CCn1ccc2c([nH]c3cc(F)ccc32)c1=O)C(C)C,E-0014322,openadmet_expansion_train,1.6009728956867482,1,,1.6009728956867482,1.6009728956867482
CC(C)N1CC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,CC(C)N1CC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,E-0017036,openadmet_expansion_train,0.568201724066995,1,,0.568201724066995,0.568201724066995
CC(C)N1CCC(OC2CCN(C(=O)c3[nH]ncc3-c3ccc4ncsc4c3)CC2)CC1,CC(C)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014395,openadmet_expansion_train,0.568201724066995,1,,0.568201724066995,0.568201724066995
CC(C)N1CCC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)CC1,CC(C)N1CCC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)CC1,E-0016825,openadmet_expansion_train,-1.0,1,,-1.0,-1.0
CC(C)N1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,CC(C)N1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016257,openadmet_expansion_train,0.6627578316815741,1,,0.6627578316815741,0.6627578316815741
CC(C)N1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,CC(C)N1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,E-0016596,openadmet_expansion_train,0.5563025007672873,1,,0.5563025007672873,0.5563025007672873
CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016638,openadmet_expansion_train,0.3617278360175928,1,,0.3617278360175928,0.3617278360175928
