,Molecule Name,SMILES,HLM CLint,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled_log10_high,hlm_value_scaled_log10_low,dataset,data_year
34,E-0010691,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,41.1,41.1,1.6242820958356683,1.6242820958356683,1.6242820958356683,openadmet_expansion_train,2026
35,E-0010712,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,16.4,16.4,1.2405492482825997,1.2405492482825997,1.2405492482825997,openadmet_expansion_train,2026
36,E-0010713,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,40.0,40.0,1.6127838567197355,1.6127838567197355,1.6127838567197355,openadmet_expansion_train,2026
37,E-0010727,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,11.7,11.7,1.1038037209559568,1.1038037209559568,1.1038037209559568,openadmet_expansion_train,2026
38,E-0010730,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,15.6,15.6,1.2201080880400552,1.2201080880400552,1.2201080880400552,openadmet_expansion_train,2026
39,E-0010733,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,33.0,33.0,1.5314789170422551,1.5314789170422551,1.5314789170422551,openadmet_expansion_train,2026
40,E-0010734,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,21.5,21.5,1.3521825181113625,1.3521825181113625,1.3521825181113625,openadmet_expansion_train,2026
41,E-0010736,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,18.4,18.4,1.287801729930226,1.287801729930226,1.287801729930226,openadmet_expansion_train,2026
42,E-0010737,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,26.6,26.6,1.4409090820652177,1.4409090820652177,1.4409090820652177,openadmet_expansion_train,2026
43,E-0010738,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,13.2,13.2,1.1522883443830565,1.1522883443830565,1.1522883443830565,openadmet_expansion_train,2026
44,E-0010739,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,20.6,20.6,1.334453751150931,1.334453751150931,1.334453751150931,openadmet_expansion_train,2026
45,E-0010754,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,19.5,19.5,1.3117538610557542,1.3117538610557542,1.3117538610557542,openadmet_expansion_train,2026
46,E-0010765,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,22.7,22.7,1.3747483460101038,1.3747483460101038,1.3747483460101038,openadmet_expansion_train,2026
47,E-0010767,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,11.2,11.2,1.0863598306747482,1.0863598306747482,1.0863598306747482,openadmet_expansion_train,2026
48,E-0010768,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,136.7,136.7,2.1389339402569236,2.1389339402569236,2.1389339402569236,openadmet_expansion_train,2026
49,E-0010772,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,27.9,27.9,1.4608978427565478,1.4608978427565478,1.4608978427565478,openadmet_expansion_train,2026
50,E-0010776,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,20.0,20.0,1.3222192947339193,1.3222192947339193,1.3222192947339193,openadmet_expansion_train,2026
51,E-0010812,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,12.9,12.9,1.1430148002540952,1.1430148002540952,1.1430148002540952,openadmet_expansion_train,2026
52,E-0010922,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,12.6,12.6,1.1335389083702174,1.1335389083702174,1.1335389083702174,openadmet_expansion_train,2026
53,E-0010975,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,24.7,24.7,1.4099331233312946,1.4099331233312946,1.4099331233312946,openadmet_expansion_train,2026
54,E-0010994,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,15.7,15.7,1.2227164711475833,1.2227164711475833,1.2227164711475833,openadmet_expansion_train,2026
55,E-0011026,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,104.8,104.8,2.024485667699167,2.024485667699167,2.024485667699167,openadmet_expansion_train,2026
56,E-0011079,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,22.8,22.8,1.376576957056512,1.376576957056512,1.376576957056512,openadmet_expansion_train,2026
57,E-0011083,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,25.4,25.4,1.421603926869831,1.421603926869831,1.421603926869831,openadmet_expansion_train,2026
58,E-0011122,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,13.5,13.5,1.1613680022349748,1.1613680022349748,1.1613680022349748,openadmet_expansion_train,2026
59,E-0011133,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,20.6,20.6,1.334453751150931,1.334453751150931,1.334453751150931,openadmet_expansion_train,2026
60,E-0011137,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,19.9,19.9,1.320146286111054,1.320146286111054,1.320146286111054,openadmet_expansion_train,2026
61,E-0011166,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,33.4,33.4,1.5365584425715302,1.5365584425715302,1.5365584425715302,openadmet_expansion_train,2026
62,E-0011190,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,14.0,14.0,1.1760912590556813,1.1760912590556813,1.1760912590556813,openadmet_expansion_train,2026
63,E-0011191,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,22.0,22.0,1.3617278360175928,1.3617278360175928,1.3617278360175928,openadmet_expansion_train,2026
64,E-0011195,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,9.6,9.6,1.0253058652647702,1.0253058652647702,1.0253058652647702,openadmet_expansion_train,2026
65,E-0011210,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,17.1,17.1,1.2576785748691846,1.2576785748691846,1.2576785748691846,openadmet_expansion_train,2026
66,E-0011211,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,148.1,148.1,2.1734776434529945,2.1734776434529945,2.1734776434529945,openadmet_expansion_train,2026
67,E-0011214,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,30.8,30.8,1.5024271199844328,1.5024271199844328,1.5024271199844328,openadmet_expansion_train,2026
68,E-0011215,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,20.4,20.4,1.3304137733491908,1.3304137733491908,1.3304137733491908,openadmet_expansion_train,2026
69,E-0011216,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,44.2,44.2,1.6551384348113822,1.6551384348113822,1.6551384348113822,openadmet_expansion_train,2026
70,E-0011225,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,15.3,15.3,1.212187604403958,1.212187604403958,1.212187604403958,openadmet_expansion_train,2026
71,E-0011232,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,15.4,15.4,1.2148438480476977,1.2148438480476977,1.2148438480476977,openadmet_expansion_train,2026
72,E-0011233,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,17.1,17.1,1.2576785748691846,1.2576785748691846,1.2576785748691846,openadmet_expansion_train,2026
73,E-0011234,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,54.2,54.2,1.741939077729199,1.741939077729199,1.741939077729199,openadmet_expansion_train,2026
74,E-0011236,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,16.0,16.0,1.2304489213782739,1.2304489213782739,1.2304489213782739,openadmet_expansion_train,2026
75,E-0011240,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,27.9,27.9,1.4608978427565478,1.4608978427565478,1.4608978427565478,openadmet_expansion_train,2026
76,E-0011242,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,16.0,16.0,1.2304489213782739,1.2304489213782739,1.2304489213782739,openadmet_expansion_train,2026
77,E-0011246,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,77.6,77.6,1.8954225460394079,1.8954225460394079,1.8954225460394079,openadmet_expansion_train,2026
78,E-0011248,Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,19.6,19.6,1.3138672203691535,1.3138672203691535,1.3138672203691535,openadmet_expansion_train,2026
79,E-0011249,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,10.4,10.4,1.0569048513364727,1.0569048513364727,1.0569048513364727,openadmet_expansion_train,2026
80,E-0011250,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,42.2,42.2,1.6354837468149122,1.6354837468149122,1.6354837468149122,openadmet_expansion_train,2026
81,E-0011251,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,28.2,28.2,1.4653828514484182,1.4653828514484182,1.4653828514484182,openadmet_expansion_train,2026
82,E-0011252,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,39.2,39.2,1.60422605308447,1.60422605308447,1.60422605308447,openadmet_expansion_train,2026
83,E-0011253,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,16.8,16.8,1.250420002308894,1.250420002308894,1.250420002308894,openadmet_expansion_train,2026
84,E-0011255,COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,92.3,92.3,1.9698816437464999,1.9698816437464999,1.9698816437464999,openadmet_expansion_train,2026
85,E-0011256,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,23.2,23.2,1.3838153659804313,1.3838153659804313,1.3838153659804313,openadmet_expansion_train,2026
86,E-0011261,Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,22.3,22.3,1.3673559210260189,1.3673559210260189,1.3673559210260189,openadmet_expansion_train,2026
87,E-0011262,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,35.7,35.7,1.5646660642520893,1.5646660642520893,1.5646660642520893,openadmet_expansion_train,2026
88,E-0011263,Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,34.2,34.2,1.546542663478131,1.546542663478131,1.546542663478131,openadmet_expansion_train,2026
89,E-0011264,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,41.7,41.7,1.6304278750250238,1.6304278750250238,1.6304278750250238,openadmet_expansion_train,2026
90,E-0011265,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,11.3,11.3,1.089905111439398,1.089905111439398,1.089905111439398,openadmet_expansion_train,2026
91,E-0011266,Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,44.2,44.2,1.6551384348113822,1.6551384348113822,1.6551384348113822,openadmet_expansion_train,2026
92,E-0011271,Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,8.7,8.7,0.9867717342662449,0.9867717342662449,0.9867717342662449,openadmet_expansion_train,2026
93,E-0011277,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,12.2,12.2,1.1205739312058498,1.1205739312058498,1.1205739312058498,openadmet_expansion_train,2026
94,E-0011279,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,11.3,11.3,1.089905111439398,1.089905111439398,1.089905111439398,openadmet_expansion_train,2026
95,E-0011280,Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,120.4,120.4,2.0842186867392387,2.0842186867392387,2.0842186867392387,openadmet_expansion_train,2026
96,E-0011282,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,17.6,17.6,1.2695129442179163,1.2695129442179163,1.2695129442179163,openadmet_expansion_train,2026
97,E-0011283,CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,10.1,10.1,1.0453229787866574,1.0453229787866574,1.0453229787866574,openadmet_expansion_train,2026
98,E-0011285,Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,16.9,16.9,1.252853030979893,1.252853030979893,1.252853030979893,openadmet_expansion_train,2026
99,E-0011286,Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,17.9,17.9,1.276461804173244,1.276461804173244,1.276461804173244,openadmet_expansion_train,2026
100,E-0011287,Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,19.2,19.2,1.3053513694466237,1.3053513694466237,1.3053513694466237,openadmet_expansion_train,2026
101,E-0011288,Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,15.3,15.3,1.212187604403958,1.212187604403958,1.212187604403958,openadmet_expansion_train,2026
102,E-0011289,COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,101.6,101.6,2.0111473607757975,2.0111473607757975,2.0111473607757975,openadmet_expansion_train,2026
103,E-0011290,CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,10.8,10.8,1.0718820073061255,1.0718820073061255,1.0718820073061255,openadmet_expansion_train,2026
104,E-0011291,Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,41.2,41.2,1.6253124509616739,1.6253124509616739,1.6253124509616739,openadmet_expansion_train,2026
105,E-0011292,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3cc21,12.0,12.0,1.1139433523068367,1.1139433523068367,1.1139433523068367,openadmet_expansion_train,2026
106,E-0011293,Cn1c2ccc(C(=O)NCCO)cc2c2nc3ccccc3nc21,17.5,17.5,1.2671717284030137,1.2671717284030137,1.2671717284030137,openadmet_expansion_train,2026
107,E-0011294,COC1CCN(CCOc2ccc3c(c2)c2nc4cnccc4nc2n3C)CC1,19.3,19.3,1.307496037913213,1.307496037913213,1.307496037913213,openadmet_expansion_train,2026
108,E-0011295,Cn1c2ccc(OCCN3CCC(F)CC3)cc2c2nc3cnccc3nc21,44.7,44.7,1.6599162000698502,1.6599162000698502,1.6599162000698502,openadmet_expansion_train,2026
109,E-0011296,CN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,20.7,20.7,1.3364597338485296,1.3364597338485296,1.3364597338485296,openadmet_expansion_train,2026
110,E-0011297,Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N(C)C)ccc3n(C)c12,16.3,16.3,1.2380461031287955,1.2380461031287955,1.2380461031287955,openadmet_expansion_train,2026
111,E-0011298,Cc1c2ccncc2cc2c3cc(C(=O)NCCOC(C)(C)C)ccc3n(C)c12,273.2,273.2,2.438067450453494,2.438067450453494,2.438067450453494,openadmet_expansion_train,2026
112,E-0011299,COCC(C)(C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,481.1,481.1,2.683137131483007,2.683137131483007,2.683137131483007,openadmet_expansion_train,2026
113,E-0011300,Cn1c2ccc(OCCN3CCCC3)cc2c2nc3cnccc3nc21,10.5,10.5,1.0606978403536116,1.0606978403536116,1.0606978403536116,openadmet_expansion_train,2026
114,E-0011301,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3cc21,14.9,14.9,1.2013971243204515,1.2013971243204515,1.2013971243204515,openadmet_expansion_train,2026
115,E-0011302,Cn1c2ccc(OCCCN3CCCCC3)cc2c2nc3cnccc3nc21,18.3,18.3,1.2855573090077739,1.2855573090077739,1.2855573090077739,openadmet_expansion_train,2026
116,E-0011303,Cn1c2ccc(OCCCCN3CCCCC3)cc2c2nc3cnccc3nc21,20.4,20.4,1.3304137733491908,1.3304137733491908,1.3304137733491908,openadmet_expansion_train,2026
117,E-0011305,COc1cccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,23.3,23.3,1.3856062735983121,1.3856062735983121,1.3856062735983121,openadmet_expansion_train,2026
118,E-0011306,COc1cncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,19.6,19.6,1.3138672203691535,1.3138672203691535,1.3138672203691535,openadmet_expansion_train,2026
119,E-0011308,CC(C)N[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,17.9,17.9,1.276461804173244,1.276461804173244,1.276461804173244,openadmet_expansion_train,2026
120,E-0011309,CN1CCN=C1COc1ccc2c(c1)c1nc3cnccc3nc1n2C,12.2,12.2,1.1205739312058498,1.1205739312058498,1.1205739312058498,openadmet_expansion_train,2026
121,E-0011310,CCCN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,11.2,11.2,1.0863598306747482,1.0863598306747482,1.0863598306747482,openadmet_expansion_train,2026
122,E-0011311,Cn1c2ccc(OCCCN3CCCC3)cc2c2nc3cnccc3nc21,12.4,12.4,1.1271047983648077,1.1271047983648077,1.1271047983648077,openadmet_expansion_train,2026
123,E-0011312,Cn1c2ccc(OCCCCN3CCCC3)cc2c2nc3cnccc3nc21,13.5,13.5,1.1613680022349748,1.1613680022349748,1.1613680022349748,openadmet_expansion_train,2026
124,E-0011313,C[C@@H](COc1ccc2c(c1)c1nc3cnccc3nc1n2C)N1CCCCC1,18.7,18.7,1.294466226161593,1.294466226161593,1.294466226161593,openadmet_expansion_train,2026
125,E-0011314,C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3cc1n2C,8.9,8.9,0.9956351945975499,0.9956351945975499,0.9956351945975499,openadmet_expansion_train,2026
126,E-0011316,Cn1cc(-c2cccnc2)c2cc(OCCCN3CCCC3)ccc21,22.9,22.9,1.3783979009481377,1.3783979009481377,1.3783979009481377,openadmet_expansion_train,2026
127,E-0011317,Cc1cc(C#N)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,14.8,14.8,1.1986570869544226,1.1986570869544226,1.1986570869544226,openadmet_expansion_train,2026
128,E-0011335,Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,10.0,10.0,1.0413926851582251,1.0413926851582251,1.0413926851582251,openadmet_expansion_train,2026
129,E-0011365,COc1cccc(Nc2nc(-c3ccccc3)cs2)c1,151.6,151.6,2.1835545336188615,2.1835545336188615,2.1835545336188615,openadmet_expansion_train,2026
130,E-0011366,COc1ccc(-c2csc(Nc3ccccn3)n2)cc1,101.2,101.2,2.009450895798694,2.009450895798694,2.009450895798694,openadmet_expansion_train,2026
131,E-0011626,Cc1c2ccncc2cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,79.5,79.5,1.9057958803678685,1.9057958803678685,1.9057958803678685,openadmet_expansion_train,2026
132,E-0011627,Cc1c2ccncc2cc2c3cc(Oc4cccc(N)n4)ccc3n(C)c12,152.4,152.4,2.185825359612962,2.185825359612962,2.185825359612962,openadmet_expansion_train,2026
133,E-0011628,Cc1c2ccncc2cc2c3cc(Oc4ccccn4)ccc3n(C)c12,394.8,394.8,2.5974757898703773,2.5974757898703773,2.5974757898703773,openadmet_expansion_train,2026
134,E-0011629,COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,12.0,12.0,1.1139433523068367,1.1139433523068367,1.1139433523068367,openadmet_expansion_train,2026
135,E-0011630,Cc1c2ccncc2cc2c3cc(Oc4ccncc4)ccc3n(C)c12,128.0,128.0,2.110589710299249,2.110589710299249,2.110589710299249,openadmet_expansion_train,2026
136,E-0011631,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,15.4,15.4,1.2148438480476977,1.2148438480476977,1.2148438480476977,openadmet_expansion_train,2026
