,mol_id,SMILES,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled,hlm_value_scaled_log10_low,hlm_value_scaled_log10_high,dataset,scaling_was_applied
3097,ASAP-0028904,N#C[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:2|,10.3,1.0530784434834195,,0.9846173132367484,1.064023477452901,openadmet_polaris,True
3098,ASAP-0027928,"O=C(NC1=CC(Cl)=CC([C@H]2CN(CC3=CC=CC=C3)C[C@@H]2C2=CC=CC(C3=NNN=N3)=C2)=C1)OCC1=CC=CC=C1 |&1:9,20|",46.3,1.6748611407378116,,1.6008858103682484,1.686604098109132,openadmet_polaris,True
3099,ASAP-0027983,C=CC[C@H](NC1=CC=C(C2=NNN=N2)C=C1)C1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1 |&1:3|,10.1,1.0453229787866574,,0.9769915453061504,1.0562491052027307,openadmet_polaris,True
3100,ASAP-0027872,CCN1C(C)=NN=C1SC1=CC(C)=NC2=NC=NN12,16.5,1.2430380486862944,,1.1720188094245565,1.2543546920531663,openadmet_polaris,True
3101,ASAP-0027864,CC1=NC2=NC=NN2C(SC2=NN=C(C)O2)=C1,182.0,2.2624510897304293,,2.187182177634778,2.2743795600564995,openadmet_polaris,True
3102,ASAP-0027845,COC1=CC=C(C2=NN=C(SC3=CC(C)=NC4=NC=NN34)O2)C=C1,141.0,2.1522883443830563,,2.077149794716969,2.16419814800567,openadmet_polaris,True
3103,ASAP-0027823,C=CC[C@H](NC1=CC=CC(C2=NNN=N2)=C1)C1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1 |&1:3|,65.5,1.8228216453031043,,1.7483431044875493,1.8346368433347595,openadmet_polaris,True
3104,ASAP-0027763,C1=CC=C(C2=NC3=NC=NN3C(SC3=NN=C(N4CCOCC4)S3)=C2)C=C1,290.0,2.463892988985908,,2.3884564527002667,2.4758454521461637,openadmet_polaris,True
3105,ASAP-0027741,N#C[C@H](NC1=CC=CC(C2=NNN=N2)=C1)C1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1 |&1:2|,13.6,1.1643528557844371,,1.0942614427205022,1.17553500604092,openadmet_polaris,True
3106,ASAP-0027804,N#C[C@H](NC1=CC=CC(C(=O)O)=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:2|,12.0,1.1139433523068367,,1.044539760392411,1.125025586819949,openadmet_polaris,True
3107,ASAP-0027762,CNCC1=NC2=NC=NN2C(SC2=NN=C(C3=CC=C(Cl)C=C3)N2C)=C1,0.0,0.0,,0.0,0.0,openadmet_polaris,True
3108,ASAP-0027759,CNC(=O)[C@H](NC1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1)C1=CC=CC(C2=NNN=N2)=C1 |&1:4|,21.3,1.3483048630481609,,1.2762779369046624,1.3597672036045256,openadmet_polaris,True
3109,ASAP-0027553,C1=CC=C(C2=NC3=NN=CN3C(SC3=NC(C4=CC=CC=N4)=NO3)=C2)C=C1,0.0,0.0,,0.0,0.0,openadmet_polaris,True
3110,ASAP-0023327,CCN1C(C)=NN=C1SC1=CC(C2=CC=CC=C2)=NC2=NC=NN12,35.1,1.557507201905658,,1.4840719529546211,1.5691725188553929,openadmet_polaris,True
3111,ASAP-0023517,ClC1=CC=C(C2=CN=C(SC3=CC(C4=CC=CC=C4)=NC4=NN=CN34)O2)C=C1,25.2,1.4183012913197457,,1.345726512774175,1.4298426813400915,openadmet_polaris,True
3112,ASAP-0023274,O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=CC(N3N=NNC3=O)=C2)=C1)OCC1=CC=CC=C1,11.2,1.0863598306747482,,1.01736728355353,1.097382268543916,openadmet_polaris,True
3113,ASAP-0023249,"O=C(N[C@H]1[C@H]2CCCCC[C@H]2[C@H]1C(=O)NC1=CC=CC(C2CCNCC2)=C1)OCC1=CC=CC=C1 |&1:3,4,10,11|",31.3,1.5092025223311027,,1.4360353626078686,1.5208292585732728,openadmet_polaris,True
3114,ASAP-0023266,CC[C@H](CC1=NN=NN1)C1=CC=C(NC(=O)C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)C=C1 |&1:2|,24.9,1.413299764081252,,1.340761291762672,1.4248359190162132,openadmet_polaris,True
3115,ASAP-0022872,CN1C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)=NN=C1C1=CC=NC=C1,174.0,2.2430380486862944,,2.167789779159089,2.254963563612844,openadmet_polaris,True
3116,ASAP-0022831,C1=CC=C(C2=NC3=NC=NN3C(SC3=NC=CO3)=C2)C=C1,332.0,2.52244423350632,,2.446971865240103,2.534401824092368,openadmet_polaris,True
3117,ASAP-0022679,CC(C)COC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,41.1,1.6242820958356683,,1.550521861389246,1.6359941449192674,openadmet_polaris,True
3118,ASAP-0022579,CC(C)COC1=CC=C2C(OCCCC3=CC(C(=O)N(C)C)=NO3)=NOC2=C1,95.1,1.9827233876685453,,1.9078626205128668,1.9945933940111256,openadmet_polaris,True
3119,ASAP-0022881,CC1=CC=C(C2=NN=C(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)N2C)C=C1,238.0,2.378397900948137,,2.303023169487512,2.390341518926754,openadmet_polaris,True
3120,ASAP-0021312,CN(C)C(=O)C1=NOC(CCCOC2=CC=C3C(OCC4CC4)=NOC3=C2)=C1,35.5,1.5622928644564746,,1.4888326343824003,1.573961775051052,openadmet_polaris,True
3121,ASAP-0021658,CCOC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,31.2,1.507855871695831,,1.4346966189246655,1.51948146963526,openadmet_polaris,True
3122,ASAP-0021134,CCOC1=NOC2=C(C)C(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,97.1,1.9916690073799488,,1.9167907251727456,2.0035415239245897,openadmet_polaris,True
3123,ASAP-0021262,CCOC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=C(C)C=C12,46.4,1.675778341674085,,1.6017993364345304,1.6875218269551018,openadmet_polaris,True
3124,ASAP-0021070,C#CCCC1=CC=C(OCCCC2=CC(C(=O)N(C)C)=NO2)C=C1,60.4,1.7881683711411678,,1.7137928479390605,1.7999687878025925,openadmet_polaris,True
3125,ASAP-0021039,"NCC1=CC=CC([C@H]2C[C@@H]2C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)=C1 |&1:7,9|",11.4,1.0934216851622351,,1.024321442141565,1.1044597963350655,openadmet_polaris,True
3126,ASAP-0020849,NCC1=CC=CC(NC(=O)C2=CC(Cl)=CC(CN)=C2)=C1,21.0,1.3424226808222062,,1.2704459080179626,1.3538777790648415,openadmet_polaris,True
3127,ASAP-0020936,CN(C)C(=O)C1=NOC(CCCOC2=CC=CC(F)=C2)=C1,46.6,1.677606952720493,,1.6036206439705354,1.6893514871646735,openadmet_polaris,True
3128,ASAP-0020930,O=C1NC(=O)[C@H](CC2=NC3=C(COCC3)S2)C2=CC=CC=C12 |&1:5|,20.3,1.3283796034387378,,1.2565253248481083,1.3398170090737356,openadmet_polaris,True
3129,ASAP-0020875,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1COCCC1=CC(C(=O)N(C)C)=NO1,36.5,1.5740312677277188,,1.500510910526337,1.5857088269056523,openadmet_polaris,True
3130,ASAP-0020904,C#CCCCCC1=CC=C(OCCCC2=CC(C(=O)N(C)C)=NO2)C=C1,79.9,1.907948521612272,,1.8332491368106296,1.919795393696459,openadmet_polaris,True
3131,ASAP-0020843,CN(C)C(=O)C1=NOC(CCCOC2=CC=C(F)C=C2)=C1,42.6,1.639486489268586,,1.5656589539252035,1.6512082110613804,openadmet_polaris,True
3132,ASAP-0020827,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=NC=C2)=NO1,19.6,1.3138672203691537,,1.2421437227010828,1.325285730190336,openadmet_polaris,True
3133,ASAP-0020873,CN(C)C(=O)C1=NOC(CCCOC2=CC=C(C3=NOC(C4CC4)=N3)C=C2)=C1,29.8,1.4885507165004443,,1.4155075355927835,1.5001596017425276,openadmet_polaris,True
3134,ASAP-0020915,O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=C3CNCC3=C2)=C1)OCC1=CC=CC=C1,12.7,1.136720567156407,,1.0669964204496951,1.1478493893335249,openadmet_polaris,True
3135,ASAP-0017673,O=C(O)C1=CC(Cl)=CC=C1S(=O)(=O)NC1CCN(C2=NC(C3CC3)=CC(C(F)(F)F)=N2)CC1,26.3,1.436162647040756,,1.363461548826593,1.4477222475075948,openadmet_polaris,True
3136,ASAP-0017622,CN(C)C(=O)C1=NOC(CCCN2C=CC3=CC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,28.9,1.4756711883244296,,1.4027083466919503,1.4872685028608164,openadmet_polaris,True
3137,ASAP-0017652,CN(C)C(=O)C1=NOC(CCCN2C=CC3=NC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,51.3,1.7185016888672742,,1.6443597987415877,1.730268568079571,openadmet_polaris,True
3138,ASAP-0017692,NCCC1=CC=C(NC(=O)C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)C=C1,17.5,1.2671717284030135,,1.1958996524092338,1.2785249647370176,openadmet_polaris,True
3139,ASAP-0017520,CC1=CC(OCC2=CC=CC=C2)=CC=C1NS(=O)(=O)C1=CC=C(Cl)C=C1C(=O)O,22.3,1.3673559210260189,,1.2951711067901035,1.3788410549146444,openadmet_polaris,True
3140,ASAP-0017501,CCOC1=CC=CC(C2=CC=C(S(=O)(=O)NC3=CC=C(Cl)C=C3C(=O)O)C=C2)=C1,119.0,2.0791812460476247,,2.004149341900059,2.0910757742464736,openadmet_polaris,True
3141,ASAP-0017573,O=C(O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(C2=CC=CC=C2Cl)C=C1,343.0,2.53655844257153,,2.4610781352168565,2.548517169146754,openadmet_polaris,True
3142,ASAP-0017585,O=C(O)C1=CC(Cl)=C(F)C=C1S(=O)(=O)NC1=CC=C(OC2=CC=CC=C2Cl)C=C1,67.4,1.8350561017201164,,1.76054310402721,1.8468762428646388,openadmet_polaris,True
3143,ASAP-0017583,NCC1=CC=CC(NC(=O)C[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C(Br)=C2)=C1 |&1:11|,12.4,1.1271047983648077,,1.0575139601065906,1.1382142510114053,openadmet_polaris,True
3144,ASAP-0017436,CCOC1=NOC2=CC(OCCC3CCN(C4=CC=C(C)N=N4)CC3)=CC=C12,41.7,1.6304278750250238,,1.5566401540717196,1.6421438747681,openadmet_polaris,True
3145,ASAP-0017442,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC2=CC=CC=C2N1,11.0,1.0791812460476249,,1.010299956639812,1.0901874875754207,openadmet_polaris,True
3146,ASAP-0017444,COC1=CC=C2NC(CCCOC3=CC=C(C4=NOC(C(F)(F)F)=N4)C=C3C)=NC2=N1,30.5,1.4983105537896004,,1.4252080511386562,1.5099279811573474,openadmet_polaris,True
3147,ASAP-0017438,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=CN=C2)=NO1,16.6,1.24551266781415,,1.174466858886018,1.2568331577458791,openadmet_polaris,True
3148,ASAP-0017437,CN(C)C(=O)C1=NOC(CCCOC2=CC=C3CCCCC3=C2F)=C1,166.0,2.2227164711475837,,2.1474908207933137,2.234638747499467,openadmet_polaris,True
3149,ASAP-0017441,CCOC(=O)C1=CC=C(OCCC2CCN(C3=CC=C(C)N=N3)CC2)C=C1,708.0,2.8506462351830666,,2.7750421808338315,2.8626226654138294,openadmet_polaris,True
3150,ASAP-0017292,CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)O1,16.6,1.24551266781415,,1.174466858886018,1.2568331577458791,openadmet_polaris,True
3151,ASAP-0017304,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=CC=N1,10.7,1.0681858617461617,,0.9994785336793102,1.0791667693236149,openadmet_polaris,True
3152,ASAP-0017297,CN(C)C(=O)C1=NOC(CCCN2N=CC3=CC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,14.7,1.1958996524092338,,1.125416197982755,1.207138671186878,openadmet_polaris,True
3153,ASAP-0017287,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=CN=C1,14.9,1.2013971243204515,,1.1308481831028587,1.21264563671704,openadmet_polaris,True
3154,ASAP-0017295,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CSN=N1,27.5,1.4548448600085102,,1.3820170425748683,1.466422722433792,openadmet_polaris,True
3155,ASAP-0017294,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CN=CO1,10.5,1.0606978403536116,,0.9921114877869496,1.071661123441788,openadmet_polaris,True
3156,ASAP-0017306,CC1=CC=NC=C1CCCOC1=CC=C(C2=NOC(C(F)(F)F)=N2)C=C1C,13.1,1.14921911265538,,1.079325986752815,1.1603724774885216,openadmet_polaris,True
3157,ASAP-0017290,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=NC=C1,10.9,1.0755469613925308,,1.0067226922016843,1.0865449003599033,openadmet_polaris,True
3158,ASAP-0017288,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N(C)C)=NO1,11.0,1.0791812460476249,,1.010299956639812,1.0901874875754207,openadmet_polaris,True
3159,ASAP-0017296,CC1=NC(C2=CC=C(OCCCCCN3CCN(C4=CC=NC(N)=C4)C3=O)C=C2)=NO1,32.8,1.5289167002776547,,1.455636534947604,1.5405597024727034,openadmet_polaris,True
3160,ASAP-0017289,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CN(C)N=C1,18.1,1.2810333672477277,,1.2096222345115506,1.2924067188210258,openadmet_polaris,True
3161,ASAP-0017308,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CCOCC2)=NO1,18.5,1.290034611362518,,1.218535505216528,1.3014206849138914,openadmet_polaris,True
3162,ASAP-0017298,CCON=CC1=CC=C(OCCC2CCN(C3=CC=C(C)N=N3)CC2)C=C1,17.7,1.271841606536499,,1.200522191802113,1.2832016914790374,openadmet_polaris,True
3163,ASAP-0017309,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1CCOCC1=CC(C(=O)N(C)C)=NO1,48.4,1.6937269489236468,,1.619677564667636,1.7054805434446798,openadmet_polaris,True
3164,ASAP-0017037,O=C1NC(=O)[C@@H](CC2=CC=C3OCOC3=C2)C2=CC=CC=C12 |a:5|,32.4,1.5237464668115646,,1.450495446659433,1.5353852743321508,openadmet_polaris,True
3165,ASAP-0016818,CC(C)CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,198.0,2.298853076409707,,2.223547855908593,2.3107867446258408,openadmet_polaris,True
3166,ASAP-0016843,O=C(NCC(F)(F)F)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,70.0,1.8512583487190752,,1.7767011839884108,1.86308482532036,openadmet_polaris,True
3167,ASAP-0016784,NCC1=CC=CC(NC(=O)C2=CC(OCC3=CC=CC=C3)=CC=C2CNC(=O)OCC2=CC=CC=C2)=C1,21.0,1.3424226808222062,,1.2704459080179626,1.3538777790648415,openadmet_polaris,True
3168,ASAP-0016778,NCC1=CC=CC(NC(=O)CN(C(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1,11.0,1.0791812460476249,,1.010299956639812,1.0901874875754207,openadmet_polaris,True
3169,ASAP-0016768,CC1=CC(C2=CC=C([C@H](NC(=O)OCC3=CC=CC=C3)C(=O)NC3=CC=CC(CN)=C3)C=C2)=CS1 |&1:8|,29.5,1.484299839346786,,1.4112829130173845,1.4959049435943592,openadmet_polaris,True
3170,ASAP-0016664,O=C1NC(=O)[C@H](CC2=CC=CC(Cl)=C2)C2=CC=CC=C12 |&1:5|,170.0,2.2329961103921536,,2.157758886046864,2.2449200439124537,openadmet_polaris,True
3171,ASAP-0016554,NCC1=CC=CC(NC(=O)C[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1 |&1:11|,17.0,1.255272505103306,,1.1841233542396712,1.2666079535745092,openadmet_polaris,True
3172,ASAP-0016445,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=C(F)C=C23)=NO1,12.5,1.130333768495006,,1.0606978403536116,1.1414497734004674,openadmet_polaris,True
3173,ASAP-0016345,O=C1C2=CC=CC=C2[C@H](CC2=CC=C(O)C=C2)C(=O)N1CC1=CC=C2OCOC2=C1 |&1:8|,421.0,2.625312450961674,,2.5497877182912783,2.6372775338333927,openadmet_polaris,True
3174,ASAP-0016386,NCC1=CC=CC(CNC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1 |&1:11|,3.89,0.6893088591236203,,0.6301837064568026,0.6988761865952469,openadmet_polaris,True
3175,ASAP-0016242,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C(C2CCC2)C2CCC2)=C1 |&1:10|,12.6,1.1335389083702174,,1.0638585488530716,1.144661369081111,openadmet_polaris,True
3176,ASAP-0016236,C1=CC=C2SC(C3CCN(CC4=CNC5=CC=CC=C45)CC3)=NC2=C1,38.1,1.5921767573958667,,1.518566578443118,1.6038672338302655,openadmet_polaris,True
3177,ASAP-0016130,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC(Cl)=CC=C12,11.4,1.0934216851622351,,1.024321442141565,1.1044597963350655,openadmet_polaris,True
3178,ASAP-0016121,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C2CCCCC2)=C1 |&1:10|,5.29,0.798650645445269,,0.7358862054043565,0.8087590672318776,openadmet_polaris,True
3179,ASAP-0016304,CC1=NOC(CCCOC2=C(C)C=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=C1,11.6,1.100370545117563,,1.031165999660659,1.1114238314898943,openadmet_polaris,True
3180,ASAP-0015912,COC1=CC=CC=C1NC(=O)NC1=CNC(=O)C2=CC=CC=C12,16.5,1.2430380486862944,,1.1720188094245565,1.2543546920531663,openadmet_polaris,True
3181,ASAP-0015925,CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,71.3,1.8591382972945307,,1.7845602387071622,1.8709677707186825,openadmet_polaris,True
3182,ASAP-0014722,"C[C@H](C(=O)O)[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |o1:1,5|",3.0,0.6020599913279624,,0.5465426634781311,0.6110857334148726,openadmet_polaris,True
3183,ASAP-0015892,"CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCC1=CC=C(CN)C=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1 |&1:4,&2:16|",56.0,1.7558748556724917,,1.6816029987308685,1.767660393845374,openadmet_polaris,True
3184,ASAP-0015682,O=C(O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,155.0,2.1931245983544616,,2.1179338350396413,2.205041879261369,openadmet_polaris,True
3185,ASAP-0015381,COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |o1:6|,2.0,0.4771212547196624,,0.4281347940287888,0.4851533499036523,openadmet_polaris,True
3186,ASAP-0015396,C1=CC=C2C(CN3CCC(C4=CNC5=CC=CN=C45)CC3)=CNC2=C1,16.0,1.230448921378274,,1.1595671932336202,1.2417456525706438,openadmet_polaris,True
3187,ASAP-0015355,COC1=CC(CC2=C(C)ON=C2C2=CC=C(F)C=C2)=NC(N2CCNCC2)=N1,15.0,1.2041199826559248,,1.1335389083702174,1.215373152783422,openadmet_polaris,True
3188,ASAP-0015367,NCC1=CC=CC(NC(=O)[C@@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1 |a:10|,11.0,1.0791812460476249,,1.010299956639812,1.0901874875754207,openadmet_polaris,True
3189,ASAP-0015169,NC1=NN=C2C=CC(C3=CC=C4NC(=O)CNC4=C3)=CN12,15.6,1.2201080880400552,,1.1493422992912656,1.2313880251225435,openadmet_polaris,True
3190,ASAP-0014994,CNC(=O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,106.0,2.0293837776852097,,1.9544354863284823,2.0412663265649846,openadmet_polaris,True
3191,ASAP-0014913,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CN=CC=C2C1=O,4.11,0.7084209001347127,,0.6485941740789319,0.7180929442170774,openadmet_polaris,True
3192,ASAP-0012944,O=C(/C=C/C1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=CC=C2)CC1,167.0,2.225309281725863,,2.1500806862334936,2.237231979768524,openadmet_polaris,True
3193,ASAP-0014807,CC1=NC=CN1C[C@H](C)CNC(=O)C1=CC=C2COB(O)C2=C1 |&1:7|,1.0,0.3010299956639812,,0.2648178230095364,0.3070679506612984,openadmet_polaris,True
3194,ASAP-0014822,"C[C@H]1CN(C[C@H](O)CNC(=O)C2=CC=C3COB(O)C3=C2)CCO1 |&1:1,&2:5|",8.0,0.9542425094393248,,0.8876173003357362,0.9649192942866426,openadmet_polaris,True
3195,ASAP-0014818,CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1 |&1:6|,14.0,1.1760912590556811,,1.1058506743851435,1.1872950546937378,openadmet_polaris,True
3196,ASAP-0014817,O=C(C1=CC=C2COB(O)C2=C1)N1CCN[C@H](C2=CC=CC=C2)C1 |&1:16|,4.0,0.6989700043360189,,0.639486489268586,0.7085908451503438,openadmet_polaris,True
3197,ASAP-0014813,O=C(C[C@H]1CCN2C=NC=C2C1)NC1=CC=CC(B(O)O)=C1 |&1:3|,8.0,0.9542425094393248,,0.8876173003357362,0.9649192942866426,openadmet_polaris,True
3198,ASAP-0014761,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=CC=C23)=NO1,9.69,1.028977705208778,,0.9609271889948668,1.0398628565386083,openadmet_polaris,True
3199,ASAP-0014724,"CN1CC[C@H](NC(=O)C2=CC=CC(B(O)O)=C2)[C@H]1C1=CC=C(Cl)C=C1 |&1:4,17|",21.0,1.3424226808222062,,1.2704459080179626,1.3538777790648415,openadmet_polaris,True
3200,ASAP-0014734,CN(C(=O)C1=CC=C2COB(O)C2=C1)[C@H]1CCN(C2CC2)C1 |&1:14|,16.0,1.230448921378274,,1.1595671932336202,1.2417456525706438,openadmet_polaris,True
3201,ASAP-0014739,"O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN2CCC[C@H]2C1 |&1:12,&2:19|",9.0,1.0,,0.9324737646771531,1.0108085975122063,openadmet_polaris,True
3202,ASAP-0014731,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN(CC2=CC=CC=C2)C1 |&1:12|,7.0,0.9030899869919436,,0.8375884382355113,0.9136019497291574,openadmet_polaris,True
3203,ASAP-0014809,CN(C)C[C@H]1C[C@H](NC(=O)C2=CC=C3COB(O)C3=C2)C1,5.0,0.7781512503836436,,0.7160033436347992,0.7881683711411677,openadmet_polaris,True
3204,ASAP-0014613,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",19.0,1.3010299956639813,,1.229425847920695,1.3124312555887252,openadmet_polaris,True
3205,ASAP-0014544,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=C(Cl)N=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",70.0,1.8512583487190752,,1.7767011839884108,1.86308482532036,openadmet_polaris,True
3206,ASAP-0013892,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CS2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",39.0,1.6020599913279625,,1.5284024379536174,1.613757279442105,openadmet_polaris,True
3207,ASAP-0013898,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",237.0,2.376576957056512,,2.301203678722446,2.3885203670539803,openadmet_polaris,True
3208,ASAP-0013925,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CCOCC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1 |a:9,34|",108.0,2.037426497940624,,1.9624640460579013,2.049311075803824,openadmet_polaris,True
