SMILES_standardized,SMILES,mol_id,dataset,hlm_value_scaled_log10_low_deduplicated,n_reps,y_std,y_min,y_max
C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015405,openadmet_expansion_train,1.3961993470957363,1,,1.3961993470957363,1.3961993470957363
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011834,openadmet_expansion_train,2.220108088040055,1,,2.220108088040055,2.220108088040055
C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,E-0016139,openadmet_expansion_train,0.6812412373755872,1,,0.6812412373755872,0.6812412373755872
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,fang_2652,fang_dataset,1.585990584,1,,1.585990584,1.585990584
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,fang_2122,fang_dataset,1.710633471,1,,1.710633471,1.710633471
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,openadmet_expansion_train,1.546542663478131,1,,1.546542663478131,1.546542663478131
C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,C#Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017565,openadmet_expansion_train,0.8512583487190752,1,,0.8512583487190752,0.8512583487190752
C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,C#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017351,openadmet_expansion_train,0.6720978579357175,1,,0.6720978579357175,0.6720978579357175
C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,E-0017357,openadmet_expansion_train,0.3222192947339193,1,,0.3222192947339193,0.3222192947339193
C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)ccc12,E-0017355,openadmet_expansion_train,2.1528995963937474,1,,2.1528995963937474,2.1528995963937474
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)ccc12,E-0017256,openadmet_expansion_train,1.4199557484897578,1,,1.4199557484897578,1.4199557484897578
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,E-0017254,openadmet_expansion_train,1.276461804173244,1,,1.276461804173244,1.276461804173244
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016669,openadmet_expansion_train,0.919078092376074,1,,0.919078092376074,0.919078092376074
C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,C(#CC1CC1)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015606,openadmet_expansion_train,1.14921911265538,1,,1.14921911265538,1.14921911265538
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,fang_1470,fang_dataset,1.590016582,1,,1.590016582,1.590016582
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,fang_1936,fang_dataset,1.261286665,1,,1.261286665,1.261286665
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)[nH]n2)CC1,C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,fang_1158,fang_dataset,1.715736003,1,,1.715736003,1.715736003
C/[NH+]=C(\NC#N)NCCSCc1nc[n-]c1C,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,fang_1721,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,E-0017147,openadmet_expansion_train,1.6414741105040995,1,,1.6414741105040995,1.6414741105040995
C1CCC(OCc2noc(C3CC3)n2)CC1,C1CCC(OCc2noc(C3CC3)n2)CC1,fang_1497,fang_dataset,1.532053339,1,,1.532053339,1.532053339
C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,fang_1913,fang_dataset,2.099414736,1,,2.099414736,2.099414736
C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,fang_1678,fang_dataset,2.062852629,1,,2.062852629,2.062852629
C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,fang_1250,fang_dataset,2.199618068,1,,2.199618068,2.199618068
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,fang_2387,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,fang_161,fang_dataset,1.89741814,1,,1.89741814,1.89741814
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,fang_24,fang_dataset,2.282135893,1,,2.282135893,2.282135893
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,fang_33,fang_dataset,1.761739954,1,,1.761739954,1.761739954
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,fang_9,fang_dataset,2.7565,1,,2.7565,2.7565
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,fang_34,fang_dataset,2.219660482,1,,2.219660482,2.219660482
C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0013249,openadmet_polaris,3.1341133298423243,1,,3.1341133298423243,3.1341133298423243
C=CC(=O)N1CCCc2ccc(N(C(=O)Cc3cncc4ccccc34)N(C)c3cccc(Cl)c3)cc21,C=CC(=O)N1CCCC2=CC=C(N(C(=O)CC3=CN=CC4=CC=CC=C34)N(C)C3=CC=CC(Cl)=C3)C=C21,ASAP-0022459,openadmet_polaris,3.0645328611315783,1,,3.0645328611315783,3.0645328611315783
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(C(F)(F)F)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C(F)(F)F)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0022458,openadmet_polaris,2.713288889562118,1,,2.713288889562118,2.713288889562118
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4c(F)cccc34)cc21,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=C(F)C=CC=C34)C=C21,ASAP-0022456,openadmet_polaris,2.8011841059512874,1,,2.8011841059512874,2.8011841059512874
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0016094,openadmet_polaris,2.9239275719587505,1,,2.9239275719587505,2.9239275719587505
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,fang_21,fang_dataset,0.675686709,1,,0.675686709,0.675686709
C=CC(=O)Nc1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0000175,openadmet_polaris,2.954145988829548,1,,2.954145988829548,2.954145988829548
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,fang_159,fang_dataset,1.506071875,1,,1.506071875,1.506071875
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,fang_160,fang_dataset,1.822599543,1,,1.822599543,1.822599543
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,fang_37,fang_dataset,1.427680816,1,,1.427680816,1.427680816
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,fang_80,fang_dataset,1.209407768,1,,1.209407768,1.209407768
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,fang_31,fang_dataset,0.990827051,1,,0.990827051,0.990827051
C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,fang_1634,fang_dataset,1.4925369,1,,1.4925369,1.4925369
C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,fang_1212,fang_dataset,2.273702525,1,,2.273702525,2.273702525
C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,fang_833,fang_dataset,1.884631128,1,,1.884631128,1.884631128
C=CCNc1c(O)cc2c(O)c1C=C(C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)N2,C=CCNC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,fang_2833,fang_dataset,2.688916129,1,,2.688916129,2.688916129
C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1,C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1,fang_2410,fang_dataset,1.113575717,1,,1.113575717,1.113575717
C=CC[C@H](Nc1ccc(-c2nn[nH]n2)cc1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,C=CC[C@H](NC1=CC=C(C2=NNN=N2)C=C1)C1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1 |&1:3|,ASAP-0027983,openadmet_polaris,0.9769915453061504,1,,0.9769915453061504,0.9769915453061504
C=CC[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,C=CC[C@H](NC1=CC=CC(C2=NNN=N2)=C1)C1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1 |&1:3|,ASAP-0027823,openadmet_polaris,1.7483431044875493,1,,1.7483431044875493,1.7483431044875493
C=CC[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21C)C1=C(CC3)CC(=O)CC1,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,fang_2562,fang_dataset,1.764728927,1,,1.764728927,1.764728927
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,fang_2297,fang_dataset,1.515038878,1,,1.515038878,1.515038878
C=CCn1cc(CNCc2csc3ccc(Cl)cc23)c(C)n1,C=CCn1cc(CNCc2csc3ccc(Cl)cc23)c(C)n1,fang_1677,fang_dataset,2.540827314,1,,2.540827314,2.540827314
C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,fang_1077,fang_dataset,1.439837761,1,,1.439837761,1.439837761
C=Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,C=Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,E-0017414,openadmet_expansion_train,0.8692317197309762,1,,0.8692317197309762,0.8692317197309762
C=Cc1cncc(OC2CCN(C(=O)c3[nH]nc4cccnc34)CC2)c1,C=Cc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,E-0014673,openadmet_expansion_train,0.9242792860618816,1,,0.9242792860618816,0.9242792860618816
C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016735,openadmet_expansion_train,0.9138138523837168,1,,0.9138138523837168,0.9138138523837168
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,fang_162,fang_dataset,1.868620931,1,,1.868620931,1.868620931
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,fang_32,fang_dataset,1.329092647,1,,1.329092647,1.329092647
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,fang_36,fang_dataset,1.620136055,1,,1.620136055,1.620136055
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,fang_6,fang_dataset,1.397348966,1,,1.397348966,1.397348966
CC#CCCNC(=O)c1cccnc1C,CC#CCCNC(=O)c1cccnc1C,fang_2376,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC#CCNc1ccc(-n2cnnn2)c(C)c1,CC#CCNc1ccc(-n2cnnn2)c(C)c1,fang_252,fang_dataset,1.323417121,1,,1.323417121,1.323417121
CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,fang_3013,fang_dataset,0.869173027,1,,0.869173027,0.869173027
CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,CC#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015601,openadmet_expansion_train,1.2671717284030135,1,,1.2671717284030135,1.2671717284030135
CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,CC#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,E-0017360,openadmet_expansion_train,1.250420002308894,1,,1.250420002308894,1.250420002308894
CC#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,CC#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)c(F)c3)ccnc12,E-0017356,openadmet_expansion_train,0.9777236052888476,1,,0.9777236052888476,0.9777236052888476
CC#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,CC#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0017257,openadmet_expansion_train,1.3364597338485296,1,,1.3364597338485296,1.3364597338485296
CC(=CC(C)C=CC(O)=NO)C(=O)c1ccc(N(C)C)cc1,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,fang_1187,fang_dataset,1.36660971,1,,1.36660971,1.36660971
CC(=Nc1ccc(S([NH-])(=O)=O)cc1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,CC1=NN(c2ccc(F)cc2)C(=O)/C1=C(/C)Nc1ccc(S(N)(=O)=O)cc1,fang_1261,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(=O)N(C)[C@@H]1CO[C@@H]2CCN(C[C@]3(O)CC[C@@H](C(C)(C)C)CC3)C[C@@H]2C[C@@]1(C)O,CC(=O)N(C)[C@@H]1CO[C@@H]2CCN(C[C@]3(O)CC[C@@H](C(C)(C)C)CC3)C[C@@H]2C[C@@]1(C)O,fang_2402,fang_dataset,1.813207241,1,,1.813207241,1.813207241
CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O,fang_2126,fang_dataset,1.892484179,1,,1.892484179,1.892484179
CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,fang_1980,fang_dataset,0.675686709,1,,0.675686709,0.675686709
CC(=O)N(CC(N)=O)c1ccc(C)cc1,CC(=O)N(CC(N)=O)c1ccc(C)cc1,fang_2966,fang_dataset,0.702516697,1,,0.702516697,0.702516697
CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016489,openadmet_expansion_train,1.0,1,,1.0,1.0
CC(=O)N(c1ccc(C)cc1)c1nc(Cn2ccnc2)cs1,CC(=O)N(c1ccc(C)cc1)c1nc(Cn2ccnc2)cs1,fang_1081,fang_dataset,1.504362105,1,,1.504362105,1.504362105
CC(=O)N1CC(COc2cnn(-c3ccc4ccncc4c3)c2)C1,CC(=O)N1CC(COc2cnn(-c3ccc4ccncc4c3)c2)C1,E-0015637,openadmet_expansion_train,0.8920946026904804,1,,0.8920946026904804,0.8920946026904804
CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,fang_979,fang_dataset,0.758230408,1,,0.758230408,0.758230408
CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,fang_1366,fang_dataset,1.332458659,1,,1.332458659,1.332458659
